begin	end	entityId	entityKind
4	7	e_4_43_0	PER
7	21	e_4_43_1	PER
23	26	e_4_43_2	PER
26	37	e_4_43_3	PER
39	40	e_4_43_4	PER
39	53	e_4_43_5	PER
55	56	e_4_43_6	PER
56	74	e_4_43_7	PER
76	78	e_4_43_8	PER
78	92	e_4_43_9	PER
94	97	e_4_43_10	PER
97	104	e_4_43_11	PER
106	107	e_4_43_12	PER
106	109	e_4_43_13	PER
109	123	e_4_43_14	PER
127	129	e_4_43_15	PER
129	141	e_4_43_16	PER
143	144	e_4_43_17	LOC
144	147	e_4_43_18	LOC
147	150	e_4_43_19	LOC
270	282	e_4_43_20	LOC
295	316	e_4_43_21	PER
324	337	e_4_43_22	SHP
476	486	e_4_43_23	SHP
514	521	e_4_43_24	LOC
560	564	e_4_43_25	LOC
564	565	e_4_43_26	LOC
582	587	e_4_43_27	SHP
617	620	e_4_43_28	SHP
620	628	e_4_43_29	SHP
655	664	e_4_43_30	LOC
669	685	e_4_43_31	SHP
711	718	e_4_43_32	LOC
744	755	e_4_43_33	SHP
808	812	e_4_43_34	LOC
812	815	e_4_43_35	LOC
825	827	e_4_43_36	SHP
827	846	e_4_43_37	SHP
879	882	e_4_43_38	LOCderiv
882	883	e_4_43_39	LOCderiv
940	953	e_4_43_40	SHP
980	986	e_4_43_41	LOC
991	996	e_4_43_42	ORG
1041	1047	e_4_43_43	LOCderiv
1087	1089	e_4_43_44	SHP
1089	1103	e_4_43_45	SHP
1110	1118	e_4_43_46	SHP
1206	1214	e_4_43_47	SHP
1235	1236	e_4_43_48	LOC
1236	1244	e_4_43_49	LOC
1305	1313	e_4_43_50	PER
1387	1388	e_4_43_51	LOC
1388	1396	e_4_43_52	LOC
1440	1443	e_4_43_53	LOCderiv
1443	1447	e_4_43_54	LOCderiv
