begin	end	entityId	entityKind
5	6	e_t_10_14_0	PER
6	23	e_t_10_14_1	PER
25	27	e_t_10_14_2	PER
27	43	e_t_10_14_3	PER
45	47	e_t_10_14_4	PER
47	62	e_t_10_14_5	PER
64	67	e_t_10_14_6	PER
67	84	e_t_10_14_7	PER
86	88	e_t_10_14_8	PER
88	121	e_t_10_14_9	PER
123	125	e_t_10_14_10	PER
125	138	e_t_10_14_11	PER
140	142	e_t_10_14_12	PER
142	153	e_t_10_14_13	PER
155	156	e_t_10_14_14	PER
155	158	e_t_10_14_15	PER
158	179	e_t_10_14_16	PER
181	182	e_t_10_14_17	PER
181	184	e_t_10_14_18	PER
184	194	e_t_10_14_19	PER
196	198	e_t_10_14_20	PER
198	211	e_t_10_14_21	PER
213	230	e_t_10_14_22	PER
233	235	e_t_10_14_23	PER
235	251	e_t_10_14_24	PER
253	254	e_t_10_14_25	LOC
254	260	e_t_10_14_26	LOC
279	282	e_t_10_14_27	LOC
282	286	e_t_10_14_28	LOC
619	624	e_t_10_14_29	LOCderiv
876	881	e_t_10_14_30	LOC
1046	1049	e_t_10_14_31	LOCderiv
1049	1051	e_t_10_14_32	LOCderiv
1078	1080	e_t_10_14_33	LOCderiv
1080	1084	e_t_10_14_34	LOCderiv
1101	1111	e_t_10_14_35	LOC
1170	1175	e_t_10_14_36	LOC
1320	1333	e_t_10_14_37	LOC
1365	1371	e_t_10_14_38	LOCderiv
1526	1529	e_t_10_14_39	LOCderiv
1529	1530	e_t_10_14_40	LOCderiv
1558	1564	e_t_10_14_41	LOC
1588	1594	e_t_10_14_42	LOC
1621	1632	e_t_10_14_43	LOC
1646	1652	e_t_10_14_44	LOC
1709	1712	e_t_10_14_45	LOCderiv
1712	1714	e_t_10_14_46	LOCderiv
