begin	end	entityId	entityKind
7	19	e_t_12_18_0	PER
21	23	e_t_12_18_1	PER
23	41	e_t_12_18_2	PER
43	46	e_t_12_18_3	PER
46	71	e_t_12_18_4	PER
73	74	e_t_12_18_5	PER
74	76	e_t_12_18_6	PER
76	92	e_t_12_18_7	PER
94	95	e_t_12_18_8	PER
95	133	e_t_12_18_9	PER
135	137	e_t_12_18_10	PER
137	154	e_t_12_18_11	PER
156	158	e_t_12_18_12	PER
158	160	e_t_12_18_13	PER
160	174	e_t_12_18_14	PER
176	177	e_t_12_18_15	PER
177	190	e_t_12_18_16	PER
192	217	e_t_12_18_17	PER
221	223	e_t_12_18_18	PER
223	238	e_t_12_18_19	PER
240	241	e_t_12_18_20	LOC
241	247	e_t_12_18_21	LOC
266	269	e_t_12_18_22	LOC
269	273	e_t_12_18_23	LOC
443	448	e_t_12_18_24	LOC
452	458	e_t_12_18_25	LOC
587	594	e_t_12_18_26	PER
658	669	e_t_12_18_27	PER
751	757	e_t_12_18_28	LOC
761	764	e_t_12_18_29	LOC
764	768	e_t_12_18_30	LOC
873	877	e_t_12_18_31	LOC
881	888	e_t_12_18_32	LOC
1109	1119	e_t_12_18_33	ORG
1405	1414	e_t_12_18_34	ORG
1572	1577	e_t_12_18_35	LOC
