begin	end	entityId	entityKind
49	55	e_n_1_90_0	LOCderiv
63	71	e_n_1_90_1	SHP
117	119	e_n_1_90_2	PER
119	133	e_n_1_90_3	PER
138	146	e_n_1_90_4	LOC
260	264	e_n_1_90_5	LOC
264	267	e_n_1_90_6	LOC
309	326	e_n_1_90_7	ORG
423	427	e_n_1_90_8	LOC
463	467	e_n_1_90_9	LOC
467	470	e_n_1_90_10	LOC
508	515	e_n_1_90_11	LOC
554	555	e_n_1_90_12	LOC
555	559	e_n_1_90_13	LOC
647	652	e_n_1_90_14	LOC
680	681	e_n_1_90_15	LOC
681	685	e_n_1_90_16	LOC
731	738	e_n_1_90_17	LOC
765	781	e_n_1_90_18	SHP
804	808	e_n_1_90_19	LOC
813	827	e_n_1_90_20	LOC
864	870	e_n_1_90_21	LOC
875	891	e_n_1_90_22	LOC
920	926	e_n_1_90_23	LOC
1045	1049	e_n_1_90_24	LOCderiv
1049	1052	e_n_1_90_25	LOCderiv
1147	1149	e_n_1_90_26	LOC
1149	1161	e_n_1_90_27	LOC
1179	1183	e_n_1_90_28	LOC
1204	1209	e_n_1_90_29	LOC
1293	1294	e_n_1_90_30	SHP
1294	1303	e_n_1_90_31	SHP
1359	1367	e_n_1_90_32	LOC
1426	1432	e_n_1_90_33	LOC
1469	1470	e_n_1_90_34	SHP
1470	1481	e_n_1_90_35	SHP
1486	1491	e_n_1_90_36	LOC
1561	1569	e_n_1_90_37	LOC
