begin	end	entityId	entityKind
3	4	e_9_38_0	PER
4	17	e_9_38_1	PER
19	20	e_9_38_2	PER
20	32	e_9_38_3	PER
34	37	e_9_38_4	PER
37	50	e_9_38_5	PER
52	53	e_9_38_6	PER
53	70	e_9_38_7	PER
72	74	e_9_38_8	PER
74	90	e_9_38_9	PER
92	94	e_9_38_10	PER
94	97	e_9_38_11	PER
97	108	e_9_38_12	PER
110	113	e_9_38_13	PER
113	132	e_9_38_14	PER
134	135	e_9_38_15	PER
135	139	e_9_38_16	PER
139	159	e_9_38_17	PER
161	163	e_9_38_18	PER
163	175	e_9_38_19	PER
177	178	e_9_38_20	PER
177	180	e_9_38_21	PER
180	194	e_9_38_22	PER
196	199	e_9_38_23	PER
199	216	e_9_38_24	PER
220	222	e_9_38_25	PER
222	254	e_9_38_26	PER
256	257	e_9_38_27	LOC
257	260	e_9_38_28	LOC
260	263	e_9_38_29	LOC
295	298	e_9_38_30	ORG
350	361	e_9_38_31	SHP
363	374	e_9_38_32	SHP
378	412	e_9_38_33	SHP
468	480	e_9_38_34	SHP
482	492	e_9_38_35	SHP
496	506	e_9_38_36	SHP
524	529	e_9_38_37	LOC
578	591	e_9_38_38	SHP
595	602	e_9_38_39	SHP
621	626	e_9_38_40	LOC
654	661	e_9_38_41	LOCderiv
683	687	e_9_38_42	LOC
687	690	e_9_38_43	LOC
724	727	e_9_38_44	LOCderiv
727	731	e_9_38_45	LOCderiv
740	766	e_9_38_46	SHP
770	781	e_9_38_47	PER
843	865	e_9_38_48	PER
925	927	e_9_38_49	LOC
927	930	e_9_38_50	LOC
941	949	e_9_38_51	LOC
977	986	e_9_38_52	SHP
