begin	end	entityId	entityKind
17	33	e_n_11_20_0	SHP
36	38	e_n_11_20_1	SHP
38	49	e_n_11_20_2	SHP
51	66	e_n_11_20_3	SHP
69	76	e_n_11_20_4	SHP
80	89	e_n_11_20_5	SHP
118	127	e_n_11_20_6	LOC
150	160	e_n_11_20_7	PER
195	204	e_n_11_20_8	SHP
396	400	e_n_11_20_9	LOC
400	403	e_n_11_20_10	LOC
912	916	e_n_11_20_11	LOC
916	919	e_n_11_20_12	LOC
1177	1180	e_n_11_20_13	LOC
1180	1184	e_n_11_20_14	LOC
1284	1288	e_n_11_20_15	LOC
1549	1554	e_n_11_20_16	LOC
1578	1582	e_n_11_20_17	LOC
1582	1585	e_n_11_20_18	LOC
1662	1669	e_n_11_20_19	LOCderiv
1769	1775	e_n_11_20_20	LOCderiv
1783	1786	e_n_11_20_21	LOC
1786	1790	e_n_11_20_22	LOC
1826	1842	e_n_11_20_23	PER
1928	1932	e_n_11_20_24	LOC
1932	1935	e_n_11_20_25	LOC
