begin	end	entityId	entityKind
29	33	e_n_3_6_0	LOC
37	47	e_n_3_6_1	LOC
266	278	e_n_3_6_2	SHP
349	358	e_n_3_6_3	LOC
420	427	e_n_3_6_4	LOC
448	451	e_n_3_6_5	LOCderiv
480	483	e_n_3_6_6	LOCderiv
549	558	e_n_3_6_7	ORG
628	635	e_n_3_6_8	LOC
699	707	e_n_3_6_9	RELderiv
821	829	e_n_3_6_10	LOC
843	852	e_n_3_6_11	SHP
917	921	e_n_3_6_12	LOC
921	925	e_n_3_6_13	LOC
939	943	e_n_3_6_14	LOCderiv
943	947	e_n_3_6_15	LOCderiv
984	1004	e_n_3_6_16	PER
1025	1033	e_n_3_6_17	PER
1038	1044	e_n_3_6_18	LOCderiv
1062	1070	e_n_3_6_19	LOC
1192	1200	e_n_3_6_20	LOC
1244	1248	e_n_3_6_21	LOCderiv
1248	1252	e_n_3_6_22	LOCderiv
1336	1341	e_n_3_6_23	LOC
1496	1499	e_n_3_6_24	LOC
1499	1503	e_n_3_6_25	LOC
1595	1600	e_n_3_6_26	LOC
1669	1672	e_n_3_6_27	LOC
