begin	end	entityId	entityKind
111	121	e_n_12_20_0	ORG
160	164	e_n_12_20_1	SHP
164	167	e_n_12_20_2	SHP
169	173	e_n_12_20_3	LOC
173	176	e_n_12_20_4	LOC
204	214	e_n_12_20_5	ORG
490	497	e_n_12_20_6	LOC
772	776	e_n_12_20_7	LOC
776	779	e_n_12_20_8	LOC
809	818	e_n_12_20_9	ORG
865	877	e_n_12_20_10	LOC
888	895	e_n_12_20_11	LOCderiv
905	917	e_n_12_20_12	LOC
965	969	e_n_12_20_13	LOC
969	972	e_n_12_20_14	LOC
989	1002	e_n_12_20_15	PER
1076	1088	e_n_12_20_16	LOC
1111	1133	e_n_12_20_17	PER
1187	1192	e_n_12_20_18	LOCderiv
1192	1195	e_n_12_20_19	LOCderiv
1195	1202	e_n_12_20_20	LOC
1222	1231	e_n_12_20_21	ORG
1306	1311	e_n_12_20_22	LOC
1315	1320	e_n_12_20_23	LOC
1386	1390	e_n_12_20_24	LOC
1390	1393	e_n_12_20_25	LOC
1425	1452	e_n_12_20_26	PER
1541	1551	e_n_12_20_27	ORG
1581	1589	e_n_12_20_28	LOC
1697	1702	e_n_12_20_29	LOC
1706	1711	e_n_12_20_30	LOC
1724	1729	e_n_12_20_31	LOC
1733	1738	e_n_12_20_32	LOC
1745	1749	e_n_12_20_33	LOC
1749	1752	e_n_12_20_34	LOC
1753	1763	e_n_12_20_35	ORG
1791	1820	e_n_12_20_36	PER
1844	1863	e_n_12_20_37	PER
1946	1950	e_n_12_20_38	LOC
1950	1953	e_n_12_20_39	LOC
