begin	end	entityId	entityKind
6	21	e_t_3_38_0	PER
23	24	e_t_3_38_1	PER
23	26	e_t_3_38_2	PER
26	40	e_t_3_38_3	PER
42	44	e_t_3_38_4	PER
44	46	e_t_3_38_5	PER
46	53	e_t_3_38_6	PER
55	57	e_t_3_38_7	PER
57	72	e_t_3_38_8	PER
74	97	e_t_3_38_9	PER
99	101	e_t_3_38_10	PER
101	115	e_t_3_38_11	PER
119	122	e_t_3_38_12	PER
122	126	e_t_3_38_13	PER
126	135	e_t_3_38_14	PER
137	138	e_t_3_38_15	LOC
138	141	e_t_3_38_16	LOC
141	144	e_t_3_38_17	LOC
185	191	e_t_3_38_18	LOC
535	538	e_t_3_38_19	LOC
633	638	e_t_3_38_20	LOC
644	648	e_t_3_38_21	LOC
655	660	e_t_3_38_22	ORG
825	830	e_t_3_38_23	LOC
943	946	e_t_3_38_24	LOC
1127	1131	e_t_3_38_25	LOC
1133	1137	e_t_3_38_26	LOC
1143	1156	e_t_3_38_27	LOC
1162	1167	e_t_3_38_28	LOC
1218	1227	e_t_3_38_29	LOC
1366	1377	e_t_3_38_30	LOC
1462	1471	e_t_3_38_31	LOC
