begin	end	entityId	entityKind
5	6	e_t_5_28_0	PER
6	24	e_t_5_28_1	PER
26	28	e_t_5_28_2	PER
28	40	e_t_5_28_3	PER
42	44	e_t_5_28_4	PER
44	54	e_t_5_28_5	PER
56	57	e_t_5_28_6	PER
56	59	e_t_5_28_7	PER
59	77	e_t_5_28_8	PER
79	81	e_t_5_28_9	PER
81	91	e_t_5_28_10	PER
93	94	e_t_5_28_11	PER
94	97	e_t_5_28_12	PER
97	113	e_t_5_28_13	PER
115	116	e_t_5_28_14	PER
116	132	e_t_5_28_15	PER
134	146	e_t_5_28_16	PER
148	152	e_t_5_28_17	PER
152	163	e_t_5_28_18	PER
165	166	e_t_5_28_19	PER
166	184	e_t_5_28_20	PER
188	190	e_t_5_28_21	PER
190	193	e_t_5_28_22	PER
193	205	e_t_5_28_23	PER
207	208	e_t_5_28_24	LOC
208	214	e_t_5_28_25	LOC
247	264	e_t_5_28_26	PER
285	309	e_t_5_28_27	PER
329	345	e_t_5_28_28	PER
495	512	e_t_5_28_29	PER
526	542	e_t_5_28_30	PER
584	592	e_t_5_28_31	PER
638	652	e_t_5_28_32	PER
684	691	e_t_5_28_33	PER
825	840	e_t_5_28_34	PER
907	923	e_t_5_28_35	PER
1086	1107	e_t_5_28_36	PER
