begin	end	entityId	entityKind
22	30	e_n_11_28_0	SHP
268	278	e_n_11_28_1	SHP
283	291	e_n_11_28_2	LOC
317	328	e_n_11_28_3	SHP
410	428	e_n_11_28_4	PER
444	455	e_n_11_28_5	SHP
506	513	e_n_11_28_6	LOC
545	554	e_n_11_28_7	SHP
613	624	e_n_11_28_8	SHP
628	643	e_n_11_28_9	SHP
703	711	e_n_11_28_10	LOC
717	722	e_n_11_28_11	LOC
745	761	e_n_11_28_12	SHP
810	814	e_n_11_28_13	LOC
814	817	e_n_11_28_14	LOC
854	858	e_n_11_28_15	LOC
858	861	e_n_11_28_16	LOC
998	1014	e_n_11_28_17	SHP
1063	1070	e_n_11_28_18	SHP
1142	1153	e_n_11_28_19	LOC
1378	1382	e_n_11_28_20	LOC
1382	1385	e_n_11_28_21	LOC
1631	1640	e_n_11_28_22	LOC
1664	1668	e_n_11_28_23	SHP
1674	1681	e_n_11_28_24	LOC
1847	1855	e_n_11_28_25	LOC
