begin	end	entityId	entityKind
5	6	e_10_8_0	PER
6	23	e_10_8_1	PER
25	27	e_10_8_2	PER
27	43	e_10_8_3	PER
45	47	e_10_8_4	PER
47	50	e_10_8_5	PER
50	61	e_10_8_6	PER
63	77	e_10_8_7	PER
79	80	e_10_8_8	PER
79	96	e_10_8_9	PER
98	101	e_10_8_10	PER
101	118	e_10_8_11	PER
120	122	e_10_8_12	PER
122	154	e_10_8_13	PER
156	158	e_10_8_14	PER
158	171	e_10_8_15	PER
173	186	e_10_8_16	PER
188	189	e_10_8_17	PER
188	191	e_10_8_18	PER
191	211	e_10_8_19	PER
213	214	e_10_8_20	PER
213	216	e_10_8_21	PER
216	226	e_10_8_22	PER
228	230	e_10_8_23	PER
230	244	e_10_8_24	PER
248	265	e_10_8_25	PER
267	268	e_10_8_26	LOC
268	271	e_10_8_27	LOC
271	274	e_10_8_28	LOC
381	387	e_10_8_29	SHP
391	403	e_10_8_30	SHP
444	453	e_10_8_31	SHP
469	470	e_10_8_32	SHP
470	479	e_10_8_33	SHP
491	494	e_10_8_34	SHP
494	501	e_10_8_35	SHP
514	523	e_10_8_36	SHP
530	542	e_10_8_37	SHP
555	566	e_10_8_38	SHP
579	585	e_10_8_39	SHP
598	599	e_10_8_40	SHP
599	608	e_10_8_41	SHP
621	628	e_10_8_42	SHP
641	656	e_10_8_43	SHP
673	678	e_10_8_44	SHP
698	701	e_10_8_45	SHP
747	758	e_10_8_46	SHP
785	804	e_10_8_47	SHP
806	809	e_10_8_48	SHP
809	812	e_10_8_49	SHP
814	823	e_10_8_50	SHP
827	829	e_10_8_51	SHP
829	839	e_10_8_52	SHP
911	920	e_10_8_53	SHP
922	935	e_10_8_54	SHP
937	945	e_10_8_55	SHP
947	966	e_10_8_56	SHP
968	972	e_10_8_57	SHP
972	974	e_10_8_58	SHP
974	977	e_10_8_59	SHP
979	981	e_10_8_60	SHP
981	993	e_10_8_61	SHP
995	1001	e_10_8_62	SHP
1001	1006	e_10_8_63	SHP
1008	1019	e_10_8_64	SHP
1021	1031	e_10_8_65	SHP
1033	1042	e_10_8_66	SHP
1044	1056	e_10_8_67	SHP
1058	1062	e_10_8_68	SHP
1062	1070	e_10_8_69	SHP
1072	1080	e_10_8_70	SHP
1082	1083	e_10_8_71	SHP
1082	1101	e_10_8_72	SHP
1103	1105	e_10_8_73	SHP
1105	1109	e_10_8_74	SHP
1111	1114	e_10_8_75	SHP
1114	1119	e_10_8_76	SHP
1121	1129	e_10_8_77	SHP
1133	1144	e_10_8_78	SHP
1398	1402	e_10_8_79	LOC
1402	1405	e_10_8_80	LOC
1425	1433	e_10_8_81	LOC
1445	1456	e_10_8_82	SHP
1525	1536	e_10_8_83	SHP
1538	1541	e_10_8_84	SHP
1541	1548	e_10_8_85	SHP
1550	1553	e_10_8_86	SHP
1553	1559	e_10_8_87	SHP
1570	1574	e_10_8_88	SHP
1579	1588	e_10_8_89	SHP
