begin	end	entityId	entityKind
4	6	e_t_2_14_0	PER
6	22	e_t_2_14_1	PER
24	27	e_t_2_14_2	PER
27	29	e_t_2_14_3	PER
29	45	e_t_2_14_4	PER
47	49	e_t_2_14_5	PER
49	63	e_t_2_14_6	PER
65	69	e_t_2_14_7	PER
69	80	e_t_2_14_8	PER
84	85	e_t_2_14_9	PER
85	88	e_t_2_14_10	PER
88	98	e_t_2_14_11	PER
100	101	e_t_2_14_12	LOC
101	104	e_t_2_14_13	LOC
104	107	e_t_2_14_14	LOC
129	136	e_t_2_14_15	LOCderiv
641	646	e_t_2_14_16	LOCderiv
646	650	e_t_2_14_17	LOC
735	740	e_t_2_14_18	ORG
782	787	e_t_2_14_19	LOC
1111	1116	e_t_2_14_20	ORG
1307	1312	e_t_2_14_21	LOC
1526	1531	e_t_2_14_22	ORG
