begin	end	entityId	entityKind
3	15	e_t_12_1_0	PER
17	19	e_t_12_1_1	PER
19	45	e_t_12_1_2	PER
47	50	e_t_12_1_3	PER
50	62	e_t_12_1_4	PER
64	66	e_t_12_1_5	PER
66	80	e_t_12_1_6	PER
82	84	e_t_12_1_7	PER
84	102	e_t_12_1_8	PER
104	107	e_t_12_1_9	PER
107	133	e_t_12_1_10	PER
135	136	e_t_12_1_11	PER
136	138	e_t_12_1_12	PER
138	154	e_t_12_1_13	PER
156	157	e_t_12_1_14	PER
156	168	e_t_12_1_15	PER
172	174	e_t_12_1_16	PER
174	189	e_t_12_1_17	PER
191	192	e_t_12_1_18	LOC
192	195	e_t_12_1_19	LOC
195	198	e_t_12_1_20	LOC
314	317	e_t_12_1_21	LOCderiv
317	320	e_t_12_1_22	LOCderiv
510	522	e_t_12_1_23	PER
637	643	e_t_12_1_24	LOC
824	830	e_t_12_1_25	LOC
846	855	e_t_12_1_26	LOC
885	888	e_t_12_1_27	LOCderiv
888	891	e_t_12_1_28	LOCderiv
935	939	e_t_12_1_29	LOC
939	942	e_t_12_1_30	LOC
1385	1391	e_t_12_1_31	LOC
1444	1448	e_t_12_1_32	LOC
1448	1451	e_t_12_1_33	LOC
