begin	end	entityId	entityKind
4	5	e_t_11_20_0	PER
5	29	e_t_11_20_1	PER
31	33	e_t_11_20_2	PER
33	65	e_t_11_20_3	PER
67	68	e_t_11_20_4	PER
67	70	e_t_11_20_5	PER
70	80	e_t_11_20_6	PER
82	99	e_t_11_20_7	PER
101	129	e_t_11_20_8	PER
131	134	e_t_11_20_9	PER
134	146	e_t_11_20_10	PER
148	150	e_t_11_20_11	PER
150	152	e_t_11_20_12	PER
152	167	e_t_11_20_13	PER
169	171	e_t_11_20_14	PER
171	181	e_t_11_20_15	PER
183	185	e_t_11_20_16	PER
185	199	e_t_11_20_17	PER
201	203	e_t_11_20_18	PER
203	215	e_t_11_20_19	PER
219	221	e_t_11_20_20	PER
221	239	e_t_11_20_21	PER
241	242	e_t_11_20_22	LOC
242	245	e_t_11_20_23	LOC
245	248	e_t_11_20_24	LOC
268	275	e_t_11_20_25	LOC
397	409	e_t_11_20_26	PER
493	497	e_t_11_20_27	SHP
497	498	e_t_11_20_28	SHP
505	524	e_t_11_20_29	SHP
806	811	e_t_11_20_30	LOCderiv
814	825	e_t_11_20_31	PER
1001	1012	e_t_11_20_32	PER
