begin	end	entityId	entityKind
25	29	e_n_1_19_0	PER
81	84	e_n_1_19_1	LOC
84	87	e_n_1_19_2	LOC
329	333	e_n_1_19_3	PER
541	543	e_n_1_19_4	LOCderiv
543	546	e_n_1_19_5	LOCderiv
563	568	e_n_1_19_6	LOC
602	608	e_n_1_19_7	LOC
612	619	e_n_1_19_8	LOC
631	635	e_n_1_19_9	LOC
711	714	e_n_1_19_10	LOC
714	717	e_n_1_19_11	LOC
749	777	e_n_1_19_12	PER
793	794	e_n_1_19_13	PER
794	806	e_n_1_19_14	PER
808	818	e_n_1_19_15	PER
822	827	e_n_1_19_16	PER
840	855	e_n_1_19_17	PER
862	871	e_n_1_19_18	PER
916	924	e_n_1_19_19	LOC
979	982	e_n_1_19_20	LOC
982	985	e_n_1_19_21	LOC
1002	1025	e_n_1_19_22	PER
1057	1062	e_n_1_19_23	SHP
1071	1079	e_n_1_19_24	LOC
1114	1120	e_n_1_19_25	LOC
1134	1144	e_n_1_19_26	LOC
1172	1179	e_n_1_19_27	LOC
1180	1191	e_n_1_19_28	LOC
1235	1252	e_n_1_19_29	PER
1286	1293	e_n_1_19_30	LOCderiv
1293	1296	e_n_1_19_31	LOC
1327	1338	e_n_1_19_32	LOCderiv
1351	1358	e_n_1_19_33	PER
1399	1407	e_n_1_19_34	LOC
1560	1564	e_n_1_19_35	LOC
1564	1567	e_n_1_19_36	LOC
1604	1609	e_n_1_19_37	LOCderiv
1609	1611	e_n_1_19_38	LOCderiv
1619	1622	e_n_1_19_39	LOC
1656	1663	e_n_1_19_40	LOC
1687	1696	e_n_1_19_41	LOCderiv
1721	1736	e_n_1_19_42	PER
1767	1773	e_n_1_19_43	LOCderiv
1785	1792	e_n_1_19_44	LOC
1808	1820	e_n_1_19_45	LOC
1826	1831	e_n_1_19_46	LOC
1853	1859	e_n_1_19_47	LOCderiv
1881	1887	e_n_1_19_48	LOC
