begin	end	entityId	entityKind
51	63	e_n_8_18_0	LOC
69	78	e_n_8_18_1	LOC
101	112	e_n_8_18_2	SHP
121	127	e_n_8_18_3	PER
127	142	e_n_8_18_4	PER
153	155	e_n_8_18_5	ORG
156	173	e_n_8_18_6	ORG
185	187	e_n_8_18_7	PER
187	192	e_n_8_18_8	PER
196	201	e_n_8_18_9	PER
212	222	e_n_8_18_10	PER
252	262	e_n_8_18_11	SHP
277	281	e_n_8_18_12	LOC
281	284	e_n_8_18_13	LOC
441	449	e_n_8_18_14	PER
559	569	e_n_8_18_15	SHP
606	612	e_n_8_18_16	LOC
742	746	e_n_8_18_17	LOC
746	749	e_n_8_18_18	LOC
789	793	e_n_8_18_19	LOC
809	819	e_n_8_18_20	SHP
821	831	e_n_8_18_21	SHP
834	843	e_n_8_18_22	SHP
845	854	e_n_8_18_23	SHP
858	859	e_n_8_18_24	SHP
859	868	e_n_8_18_25	SHP
914	917	e_n_8_18_26	LOCderiv
917	920	e_n_8_18_27	LOCderiv
955	965	e_n_8_18_28	SHP
1076	1085	e_n_8_18_29	PER
1110	1112	e_n_8_18_30	LOC
1112	1120	e_n_8_18_31	LOC
1165	1180	e_n_8_18_32	SHP
1239	1244	e_n_8_18_33	SHP
1397	1399	e_n_8_18_34	LOC
1399	1401	e_n_8_18_35	LOC
1405	1420	e_n_8_18_36	SHP
1494	1500	e_n_8_18_37	LOC
1500	1502	e_n_8_18_38	LOC
1515	1525	e_n_8_18_39	SHP
1544	1546	e_n_8_18_40	PER
1546	1552	e_n_8_18_41	PER
1603	1606	e_n_8_18_42	LOC
1606	1608	e_n_8_18_43	LOC
1619	1624	e_n_8_18_44	LOC
1660	1669	e_n_8_18_45	PER
