begin	end	entityId	entityKind
4	6	e_6_44_0	PER
6	18	e_6_44_1	PER
20	21	e_6_44_2	PER
21	24	e_6_44_3	PER
24	40	e_6_44_4	PER
42	63	e_6_44_5	PER
65	68	e_6_44_6	PER
68	80	e_6_44_7	PER
82	83	e_6_44_8	PER
83	97	e_6_44_9	PER
99	101	e_6_44_10	PER
101	112	e_6_44_11	PER
114	117	e_6_44_12	PER
117	130	e_6_44_13	PER
132	133	e_6_44_14	PER
133	145	e_6_44_15	PER
147	148	e_6_44_16	PER
148	167	e_6_44_17	PER
169	183	e_6_44_18	PER
187	190	e_6_44_19	PER
190	192	e_6_44_20	PER
192	206	e_6_44_21	PER
208	209	e_6_44_22	LOC
209	212	e_6_44_23	LOC
212	215	e_6_44_24	LOC
232	238	e_6_44_25	PER
248	258	e_6_44_26	ORG
270	277	e_6_44_27	PER
305	308	e_6_44_28	ORG
314	319	e_6_44_29	LOC
336	341	e_6_44_30	ORG
421	434	e_6_44_31	ORG
484	490	e_6_44_32	LOCderiv
501	511	e_6_44_33	SHP
592	607	e_6_44_34	PER
692	696	e_6_44_35	LOCderiv
696	700	e_6_44_36	LOCderiv
781	784	e_6_44_37	LOC
784	789	e_6_44_38	LOC
862	865	e_6_44_39	LOCderiv
865	869	e_6_44_40	LOCderiv
884	899	e_6_44_41	PER
917	925	e_6_44_42	SHP
1058	1065	e_6_44_43	PER
1140	1155	e_6_44_44	SHP
1168	1175	e_6_44_45	SHP
1188	1192	e_6_44_46	SHP
1192	1199	e_6_44_47	SHP
1201	1217	e_6_44_48	PER
1250	1252	e_6_44_49	LOC
1252	1256	e_6_44_50	LOC
1335	1338	e_6_44_51	LOCderiv
1338	1342	e_6_44_52	LOCderiv
1356	1366	e_6_44_53	PER
1485	1487	e_6_44_54	LOCderiv
1487	1491	e_6_44_55	LOCderiv
1602	1619	e_6_44_56	PER
1623	1646	e_6_44_57	PER
1684	1690	e_6_44_58	LOC
1690	1692	e_6_44_59	LOC
1704	1717	e_6_44_60	PER
1740	1751	e_6_44_61	PER
1755	1770	e_6_44_62	PER
