begin	end	entityId	entityKind
5	7	e_3_39_0	PER
7	20	e_3_39_1	PER
22	23	e_3_39_2	PER
22	25	e_3_39_3	PER
25	39	e_3_39_4	PER
41	43	e_3_39_5	PER
43	52	e_3_39_6	PER
54	56	e_3_39_7	PER
56	71	e_3_39_8	PER
73	96	e_3_39_9	PER
98	100	e_3_39_10	PER
100	114	e_3_39_11	PER
118	121	e_3_39_12	PER
121	125	e_3_39_13	PER
125	134	e_3_39_14	PER
136	137	e_3_39_15	LOC
137	140	e_3_39_16	LOC
140	143	e_3_39_17	LOC
319	327	e_3_39_18	LOC
337	340	e_3_39_19	LOC
340	341	e_3_39_20	LOC
341	344	e_3_39_21	LOC
348	353	e_3_39_22	LOC
367	370	e_3_39_23	LOC
370	372	e_3_39_24	LOC
372	374	e_3_39_25	LOC
402	404	e_3_39_26	LOC
404	408	e_3_39_27	LOC
435	444	e_3_39_28	LOC
458	464	e_3_39_29	LOC
501	506	e_3_39_30	LOC
628	633	e_3_39_31	LOCderiv
1051	1057	e_3_39_32	LOCderiv
1098	1106	e_3_39_33	LOC
1383	1389	e_3_39_34	LOCderiv
1403	1405	e_3_39_35	LOC
1405	1409	e_3_39_36	LOC
1447	1455	e_3_39_37	ORG
1519	1526	e_3_39_38	PER
1578	1587	e_3_39_39	ORG
