begin	end	entityId	entityKind
4	6	e_3_49_0	PER
6	19	e_3_49_1	PER
21	22	e_3_49_2	PER
21	24	e_3_49_3	PER
24	38	e_3_49_4	PER
40	42	e_3_49_5	PER
42	51	e_3_49_6	PER
53	55	e_3_49_7	PER
55	70	e_3_49_8	PER
72	75	e_3_49_9	PER
75	89	e_3_49_10	PER
93	95	e_3_49_11	PER
95	109	e_3_49_12	PER
111	112	e_3_49_13	LOC
112	115	e_3_49_14	LOC
115	118	e_3_49_15	LOC
178	186	e_3_49_16	PER
294	300	e_3_49_17	LOCderiv
308	315	e_3_49_18	SHP
338	340	e_3_49_19	LOC
340	344	e_3_49_20	LOC
348	352	e_3_49_21	LOC
352	355	e_3_49_22	LOC
487	493	e_3_49_23	LOCderiv
501	506	e_3_49_24	LOCderiv
506	509	e_3_49_25	LOCderiv
547	556	e_3_49_26	LOCderiv
579	589	e_3_49_27	SHP
610	614	e_3_49_28	LOC
614	617	e_3_49_29	LOC
646	652	e_3_49_30	LOCderiv
675	683	e_3_49_31	LOC
685	692	e_3_49_32	LOC
908	916	e_3_49_33	LOC
1020	1025	e_3_49_34	LOCderiv
1025	1028	e_3_49_35	LOCderiv
1047	1056	e_3_49_36	PER
1087	1096	e_3_49_37	PER
1171	1180	e_3_49_38	PER
1253	1255	e_3_49_39	LOC
1255	1259	e_3_49_40	LOC
1416	1426	e_3_49_41	SHP
1466	1472	e_3_49_42	LOC
1476	1478	e_3_49_43	LOC
1478	1482	e_3_49_44	LOC
1555	1563	e_3_49_45	LOC
1568	1571	e_3_49_46	LOC
