begin	end	entityId	entityKind
5	17	e_t13_15_0	PER
19	39	e_t13_15_1	PER
41	69	e_t13_15_2	PER
71	90	e_t13_15_3	PER
92	107	e_t13_15_4	PER
109	133	e_t13_15_5	PER
135	152	e_t13_15_6	PER
154	177	e_t13_15_7	PER
179	195	e_t13_15_8	PER
199	223	e_t13_15_9	PER
225	234	e_t13_15_10	LOC
250	257	e_t13_15_11	LOC
529	535	e_t13_15_12	LOC
1300	1305	e_t13_15_13	LOC
1509	1515	e_t13_15_14	LOCderiv
1594	1602	e_t13_15_15	LOC
2126	2131	e_t13_15_16	LOC
4298	4307	e_t13_15_17	LOCderiv
5498	5505	e_t13_15_18	PER
6495	6504	e_t13_15_19	PER
6702	6709	e_t13_15_20	PER
6718	6727	e_t13_15_21	LOCderiv
6962	6969	e_t13_15_22	LOC
7051	7059	e_t13_15_23	LOC
7061	7066	e_t13_15_24	LOC
7070	7078	e_t13_15_25	LOC
7385	7393	e_t13_15_26	LOCderiv
7419	7423	e_t13_15_27	LOC
7474	7478	e_t13_15_28	LOC
7703	7711	e_t13_15_29	LOC
7764	7769	e_t13_15_30	LOC
8226	8233	e_t13_15_31	LOCderiv
8243	8251	e_t13_15_32	LOC
8312	8320	e_t13_15_33	LOC
8400	8405	e_t13_15_34	LOC
8409	8414	e_t13_15_35	LOC
8938	8948	e_t13_15_36	ORG
9050	9059	e_t13_15_37	LOC
9120	9127	e_t13_15_38	PER
9178	9184	e_t13_15_39	LOC
9211	9228	e_t13_15_40	PER
9238	9246	e_t13_15_41	RELderiv
9274	9284	e_t13_15_42	RELderiv
9337	9347	e_t13_15_43	LOCderiv
9490	9498	e_t13_15_44	LOC
9659	9685	e_t13_15_45	PER
9704	9715	e_t13_15_46	LOCderiv
9766	9776	e_t13_15_47	ORG
10080	10088	e_t13_15_48	LOC
10801	10819	e_t13_15_49	LOC
10924	10933	e_t13_15_50	LOCderiv
10937	10948	e_t13_15_51	LOCderiv
10976	10987	e_t13_15_52	LOCderiv
11048	11057	e_t13_15_53	LOCderiv
11419	11425	e_t13_15_54	LOCderiv
11435	11441	e_t13_15_55	PER
11500	11503	e_t13_15_56	SHP
11512	11522	e_t13_15_57	LOC
11526	11531	e_t13_15_58	LOC
11737	11746	e_t13_15_59	LOCderiv
11847	11855	e_t13_15_60	LOC
11914	11922	e_t13_15_61	LOCderiv
11992	12000	e_t13_15_62	LOCderiv
12049	12057	e_t13_15_63	LOCderiv
12109	12117	e_t13_15_64	LOCderiv
12187	12195	e_t13_15_65	LOCderiv
12258	12266	e_t13_15_66	LOCderiv
12361	12369	e_t13_15_67	LOCderiv
12418	12426	e_t13_15_68	LOCderiv
12427	12436	e_t13_15_69	LOCderiv
13083	13092	e_t13_15_70	LOCderiv
13190	13198	e_t13_15_71	LOCderiv
13635	13641	e_t13_15_72	LOC
13649	13657	e_t13_15_73	LOC
13832	13849	e_t13_15_74	LOC
13861	13877	e_t13_15_75	LOC
13879	13884	e_t13_15_76	LOC
14094	14103	e_t13_15_77	ORG
14517	14529	e_t13_15_78	LOCderiv
15095	15104	e_t13_15_79	LOCderiv
15132	15145	e_t13_15_80	LOCderiv
15372	15380	e_t13_15_81	LOCderiv
15403	15411	e_t13_15_82	LOCderiv
16306	16313	e_t13_15_83	LOC
16449	16461	e_t13_15_84	LOC
16818	16833	e_t13_15_85	ORGpart
