begin	end	entityId	entityKind
4	11	e_n8_6_0	LOC
34	43	e_n8_6_1	SHP
128	134	e_n8_6_2	ORG
859	870	e_n8_6_3	LOC
923	927	e_n8_6_4	LOC
942	955	e_n8_6_5	PER
984	1001	e_n8_6_6	LOC
1038	1044	e_n8_6_7	LOC
1141	1149	e_n8_6_8	LOC
1163	1171	e_n8_6_9	LOC
1181	1188	e_n8_6_10	LOC
1194	1200	e_n8_6_11	LOC
1205	1211	e_n8_6_12	ORG
1226	1235	e_n8_6_13	LOCderiv
1289	1296	e_n8_6_14	LOC
1376	1380	e_n8_6_15	LOC
1486	1493	e_n8_6_16	LOC
1567	1575	e_n8_6_17	LOCderiv
1612	1620	e_n8_6_18	LOC
1624	1633	e_n8_6_19	LOC
1662	1673	e_n8_6_20	PER
1701	1719	e_n8_6_21	LOC
1725	1732	e_n8_6_22	LOC
1759	1764	e_n8_6_23	LOC
1837	1846	e_n8_6_24	LOC
1906	1923	e_n8_6_25	LOC
1947	1955	e_n8_6_26	LOC
2023	2027	e_n8_6_27	SHP
2048	2056	e_n8_6_28	LOC
2093	2100	e_n8_6_29	LOC
2360	2365	e_n8_6_30	LOC
2398	2402	e_n8_6_31	LOC
2469	2475	e_n8_6_32	LOC
2605	2609	e_n8_6_33	LOC
2684	2690	e_n8_6_34	LOC
2762	2766	e_n8_6_35	LOC
2770	2776	e_n8_6_36	LOC
3058	3066	e_n8_6_37	SHP
3071	3077	e_n8_6_38	PER
3081	3087	e_n8_6_39	ORG
3096	3100	e_n8_6_40	LOC
3115	3122	e_n8_6_41	LOC
3261	3267	e_n8_6_42	ORG
3287	3299	e_n8_6_43	PER
3311	3322	e_n8_6_44	LOCderiv
3372	3376	e_n8_6_45	LOC
3394	3402	e_n8_6_46	LOCderiv
3475	3480	e_n8_6_47	LOC
3626	3633	e_n8_6_48	PER
3689	3707	e_n8_6_49	LOC
3721	3725	e_n8_6_50	SHP
3861	3868	e_n8_6_51	LOC
3921	3926	e_n8_6_52	LOC
4022	4027	e_n8_6_53	LOC
4057	4074	e_n8_6_54	PER
4103	4107	e_n8_6_55	PER
4142	4158	e_n8_6_56	PER
4182	4187	e_n8_6_57	LOC
4272	4290	e_n8_6_58	PER
4335	4339	e_n8_6_59	LOC
4417	4423	e_n8_6_60	SHP
4437	4444	e_n8_6_61	SHP
4527	4538	e_n8_6_62	PER
4552	4556	e_n8_6_63	SHP
4572	4579	e_n8_6_64	SHP
4605	4623	e_n8_6_65	LOC
4756	4762	e_n8_6_66	LOC
4781	4792	e_n8_6_67	LOCderiv
4846	4849	e_n8_6_68	LOC
5051	5057	e_n8_6_69	SHP
5061	5067	e_n8_6_70	SHP
5123	5129	e_n8_6_71	LOC
5142	5146	e_n8_6_72	LOC
5180	5191	e_n8_6_73	LOCderiv
5264	5269	e_n8_6_74	LOCderiv
5322	5325	e_n8_6_75	LOC
5378	5384	e_n8_6_76	SHP
5429	5435	e_n8_6_77	PER
5457	5462	e_n8_6_78	LOC
5595	5601	e_n8_6_79	ORG
5927	5934	e_n8_6_80	LOC
6205	6215	e_n8_6_81	SHP
6230	6239	e_n8_6_82	LOC
6255	6266	e_n8_6_83	PER
6378	6385	e_n8_6_84	LOC
6389	6395	e_n8_6_85	LOC
6430	6437	e_n8_6_86	LOC
6547	6555	e_n8_6_87	LOCderiv
6572	6581	e_n8_6_88	LOCderiv
6585	6595	e_n8_6_89	LOC
6690	6696	e_n8_6_90	LOC
6732	6739	e_n8_6_91	LOC
6744	6750	e_n8_6_92	LOC
6753	6759	e_n8_6_93	LOC
6785	6795	e_n8_6_94	LOC
6812	6831	e_n8_6_95	PER
6844	6851	e_n8_6_96	LOC
6919	6925	e_n8_6_97	LOC
6928	6935	e_n8_6_98	LOC
6995	7002	e_n8_6_99	LOC
7020	7037	e_n8_6_100	PER
7055	7064	e_n8_6_101	PER
7115	7122	e_n8_6_102	LOC
7293	7302	e_n8_6_103	LOC
7318	7325	e_n8_6_104	LOC
7347	7355	e_n8_6_105	LOC
7407	7414	e_n8_6_106	LOC
7511	7528	e_n8_6_107	PER
7539	7545	e_n8_6_108	LOC
7567	7578	e_n8_6_109	PER
7594	7604	e_n8_6_110	SHP
7646	7650	e_n8_6_111	LOC
7682	7691	e_n8_6_112	LOCderiv
7746	7753	e_n8_6_113	LOC
7803	7809	e_n8_6_114	LOC
7827	7834	e_n8_6_115	LOC
7869	7881	e_n8_6_116	LOC
7899	7909	e_n8_6_117	LOC
7922	7925	e_n8_6_118	LOC
7979	7987	e_n8_6_119	LOC
8025	8032	e_n8_6_120	LOC
8037	8041	e_n8_6_121	LOC
8102	8108	e_n8_6_122	LOC
8176	8183	e_n8_6_123	LOC
8233	8237	e_n8_6_124	LOC
8239	8245	e_n8_6_125	LOC
8249	8253	e_n8_6_126	LOC
8378	8384	e_n8_6_127	LOC
8400	8410	e_n8_6_128	LOC
