begin	end	entityId	entityKind
4	29	e_t11_9_0	PER
31	65	e_t11_9_1	PER
67	80	e_t11_9_2	PER
82	99	e_t11_9_3	PER
101	119	e_t11_9_4	PER
121	134	e_t11_9_5	PER
136	164	e_t11_9_6	PER
166	181	e_t11_9_7	PER
183	202	e_t11_9_8	PER
204	227	e_t11_9_9	PER
231	243	e_t11_9_10	PER
245	252	e_t11_9_11	LOC
271	278	e_t11_9_12	LOC
308	319	e_t11_9_13	LOCderiv
1690	1699	e_t11_9_14	SHP
1703	1713	e_t11_9_15	SHP
1759	1765	e_t11_9_16	SHP
1789	1797	e_t11_9_17	SHP
1970	1982	e_t11_9_18	LOCpart
2044	2062	e_t11_9_19	PER
2302	2308	e_t11_9_20	LOC
3235	3246	e_t11_9_21	LOCderiv
3487	3498	e_t11_9_22	LOCderiv
3748	3753	e_t11_9_23	LOC
3888	3896	e_t11_9_24	SHP
4140	4150	e_t11_9_25	PER
4533	4544	e_t11_9_26	PER
4548	4555	e_t11_9_27	PER
4921	4929	e_t11_9_28	SHP
4971	4984	e_t11_9_29	SHP
5224	5234	e_t11_9_30	ORG
5566	5575	e_t11_9_31	ORG
5822	5831	e_t11_9_32	ORG
5976	5992	e_t11_9_33	PER
6408	6421	e_t11_9_34	SHP
6703	6708	e_t11_9_35	LOC
6722	6731	e_t11_9_36	ORG
6884	6891	e_t11_9_37	LOC
6929	6937	e_t11_9_38	LOCderiv
6954	6962	e_t11_9_39	LOC
7039	7049	e_t11_9_40	LOCderiv
7151	7156	e_t11_9_41	LOC
7160	7168	e_t11_9_42	LOC
7263	7272	e_t11_9_43	LOC
7274	7282	e_t11_9_44	LOC
7286	7294	e_t11_9_45	LOC
7350	7360	e_t11_9_46	SHP
7549	7558	e_t11_9_47	LOCderiv
7642	7651	e_t11_9_48	ORG
7948	7956	e_t11_9_49	LOC
7979	7987	e_t11_9_50	LOCderiv
8037	8046	e_t11_9_51	LOC
8050	8058	e_t11_9_52	LOC
8308	8323	e_t11_9_53	ORG
8717	8725	e_t11_9_54	LOC
8840	8849	e_t11_9_55	ORG
10038	10050	e_t11_9_56	LOCderiv
10116	10125	e_t11_9_57	ORG
10219	10233	e_t11_9_58	RELpart
10453	10461	e_t11_9_59	LOCderiv
10815	10826	e_t11_9_60	LOC
10855	10879	e_t11_9_61	PER
10955	10963	e_t11_9_62	PER
10970	10981	e_t11_9_63	LOCderiv
10999	11014	e_t11_9_64	PER
11065	11076	e_t11_9_65	LOC
11080	11088	e_t11_9_66	LOC
11117	11127	e_t11_9_67	ORG
11315	11324	e_t11_9_68	ORG
11343	11351	e_t11_9_69	LOC
11641	11649	e_t11_9_70	LOC
11682	11687	e_t11_9_71	LOC
11962	11970	e_t11_9_72	LOCderiv
12077	12085	e_t11_9_73	LOC
12094	12103	e_t11_9_74	LOCderiv
12139	12147	e_t11_9_75	LOC
12413	12421	e_t11_9_76	LOC
12489	12494	e_t11_9_77	PER
12537	12542	e_t11_9_78	PER
12564	12573	e_t11_9_79	PER
12924	12932	e_t11_9_80	LOCderiv
12975	12983	e_t11_9_81	PER
13003	13015	e_t11_9_82	PER
13121	13129	e_t11_9_83	PER
13176	13188	e_t11_9_84	PER
13305	13320	e_t11_9_85	ORG
13582	13590	e_t11_9_86	PER
14470	14479	e_t11_9_87	ORG
14615	14632	e_t11_9_88	ORG
14662	14671	e_t11_9_89	ORG
14851	14861	e_t11_9_90	ORG
15146	15163	e_t11_9_91	ORG
15578	15588	e_t11_9_92	LOCderiv
15974	15984	e_t11_9_93	ORG
16070	16079	e_t11_9_94	LOCderiv
16261	16271	e_t11_9_95	ORG
16487	16495	e_t11_9_96	LOC
17484	17491	e_t11_9_97	LOCderiv
18253	18258	e_t11_9_98	LOC
18541	18548	e_t11_9_99	LOCderiv
18558	18567	e_t11_9_100	PER
18591	18594	e_t11_9_101	LOC
18649	18654	e_t11_9_102	LOC
18663	18668	e_t11_9_103	PER
18851	18863	e_t11_9_104	PER
18931	18935	e_t11_9_105	LOC
19005	19015	e_t11_9_106	LOCderiv
19155	19162	e_t11_9_107	LOC
19251	19254	e_t11_9_108	LOC
19256	19276	e_t11_9_109	PER
19373	19378	e_t11_9_110	PER
19409	19421	e_t11_9_111	PER
19577	19584	e_t11_9_112	LOC
19656	19659	e_t11_9_113	LOC
19673	19682	e_t11_9_114	ORG
19877	19880	e_t11_9_115	LOC
19904	19914	e_t11_9_116	ORG
20028	20037	e_t11_9_117	ORG
20295	20304	e_t11_9_118	PER
20369	20381	e_t11_9_119	PER
20391	20401	e_t11_9_120	PER
20409	20418	e_t11_9_121	ORG
20512	20517	e_t11_9_122	LOC
20581	20584	e_t11_9_123	LOC
20695	20702	e_t11_9_124	LOC
20839	20846	e_t11_9_125	LOC
20950	20956	e_t11_9_126	PER
20971	20979	e_t11_9_127	PER
21013	21023	e_t11_9_128	LOCderiv
21224	21234	e_t11_9_129	LOCderiv
21586	21590	e_t11_9_130	SHP
21607	21611	e_t11_9_131	SHP
21658	21668	e_t11_9_132	LOCderiv
22262	22272	e_t11_9_133	LOCderiv
22379	22386	e_t11_9_134	LOC
22546	22551	e_t11_9_135	LOC
22939	22946	e_t11_9_136	PER
23123	23128	e_t11_9_137	LOC
23153	23163	e_t11_9_138	LOC
23174	23179	e_t11_9_139	LOC
23524	23535	e_t11_9_140	LOCderiv
23724	23728	e_t11_9_141	LOC
23794	23801	e_t11_9_142	LOC
23858	23866	e_t11_9_143	PER
23887	23896	e_t11_9_144	LOC
23978	23988	e_t11_9_145	PER
24035	24043	e_t11_9_146	LOCderiv
24046	24055	e_t11_9_147	LOC
24119	24124	e_t11_9_148	LOC
24177	24186	e_t11_9_149	LOC
24209	24221	e_t11_9_150	LOCderiv
24236	24252	e_t11_9_151	PER
24434	24440	e_t11_9_152	LOC
24456	24462	e_t11_9_153	LOC
24464	24468	e_t11_9_154	LOC
24470	24475	e_t11_9_155	LOC
25567	25573	e_t11_9_156	PER
25672	25683	e_t11_9_157	LOCderiv
25751	25756	e_t11_9_158	LOC
25788	25793	e_t11_9_159	LOC
26084	26090	e_t11_9_160	LOC
26125	26132	e_t11_9_161	LOC
26168	26172	e_t11_9_162	LOC
26487	26496	e_t11_9_163	ORG
27058	27068	e_t11_9_164	LOCderiv
27782	27791	e_t11_9_165	LOCderiv
27816	27827	e_t11_9_166	PER
27842	27853	e_t11_9_167	SHP
28021	28031	e_t11_9_168	LOCderiv
29206	29211	e_t11_9_169	LOC
29306	29315	e_t11_9_170	ORG
29361	29366	e_t11_9_171	LOC
30105	30114	e_t11_9_172	LOCderiv
30269	30279	e_t11_9_173	RELderiv
30372	30380	e_t11_9_174	LOCderiv
30745	30751	e_t11_9_175	LOC
31397	31407	e_t11_9_176	LOCderiv
31836	31845	e_t11_9_177	ORG
31880	31892	e_t11_9_178	LOCderiv
34491	34498	e_t11_9_179	LOC
34573	34582	e_t11_9_180	ORG
