begin	end	entityId	entityKind
9	21	e_t13_12_0	PER
23	43	e_t13_12_1	PER
45	73	e_t13_12_2	PER
75	94	e_t13_12_3	PER
96	111	e_t13_12_4	PER
113	139	e_t13_12_5	PER
141	158	e_t13_12_6	PER
160	185	e_t13_12_7	PER
187	209	e_t13_12_8	PER
211	227	e_t13_12_9	PER
228	255	e_t13_12_10	PER
257	264	e_t13_12_11	LOC
283	290	e_t13_12_12	LOC
322	329	e_t13_12_13	LOCderiv
1459	1475	e_t13_12_14	SHP
1529	1536	e_t13_12_15	LOC
1670	1678	e_t13_12_16	LOC
1726	1738	e_t13_12_17	LOC
1968	1973	e_t13_12_18	LOC
2783	2790	e_t13_12_19	LOC
3139	3147	e_t13_12_20	LOC
3374	3381	e_t13_12_21	PER
3480	3489	e_t13_12_22	LOC
3881	3888	e_t13_12_23	LOC
4103	4110	e_t13_12_24	PER
4248	4255	e_t13_12_25	PER
4274	4284	e_t13_12_26	PER
4415	4425	e_t13_12_27	PER
4436	4442	e_t13_12_28	PER
4457	4463	e_t13_12_29	PER
4686	4700	e_t13_12_30	PER
4703	4710	e_t13_12_31	LOC
4830	4842	e_t13_12_32	PER
5412	5419	e_t13_12_33	LOCderiv
5428	5435	e_t13_12_34	PER
5493	5499	e_t13_12_35	PER
5516	5526	e_t13_12_36	RELderiv
5561	5571	e_t13_12_37	RELderiv
5695	5706	e_t13_12_38	RELderiv
5827	5843	e_t13_12_39	RELpart
6376	6385	e_t13_12_40	LOC
6462	6471	e_t13_12_41	LOC
6473	6481	e_t13_12_42	LOC
6483	6489	e_t13_12_43	LOC
6493	6498	e_t13_12_44	LOC
6519	6528	e_t13_12_45	LOC
6532	6540	e_t13_12_46	LOC
6748	6757	e_t13_12_47	ORG
6862	6871	e_t13_12_48	LOCderiv
7178	7187	e_t13_12_49	LOC
7381	7389	e_t13_12_50	LOC
8293	8302	e_t13_12_51	SHP
8343	8356	e_t13_12_52	LOC
9181	9190	e_t13_12_53	SHP
9248	9257	e_t13_12_54	LOCderiv
9322	9331	e_t13_12_55	LOCderiv
9616	9625	e_t13_12_56	LOCderiv
9639	9647	e_t13_12_57	LOCderiv
10229	10248	e_t13_12_58	SHP
10576	10584	e_t13_12_59	LOCderiv
10588	10595	e_t13_12_60	LOC
10599	10608	e_t13_12_61	LOC
10958	10970	e_t13_12_62	LOC
11435	11443	e_t13_12_63	LOCderiv
11485	11494	e_t13_12_64	LOC
11753	11757	e_t13_12_65	PER
11790	11799	e_t13_12_66	LOCderiv
11806	11815	e_t13_12_67	LOC
12066	12085	e_t13_12_68	SHP
12106	12122	e_t13_12_69	SHP
12157	12166	e_t13_12_70	SHP
12432	12436	e_t13_12_71	PER
12843	12852	e_t13_12_72	ORG
13094	13098	e_t13_12_73	PER
13442	13451	e_t13_12_74	ORG
13707	13717	e_t13_12_75	ORG
13863	13873	e_t13_12_76	ORG
13885	13890	e_t13_12_77	LOC
14039	14045	e_t13_12_78	LOC
14047	14055	e_t13_12_79	LOC
14057	14063	e_t13_12_80	LOC
14065	14074	e_t13_12_81	LOC
14078	14085	e_t13_12_82	LOC
14142	14149	e_t13_12_83	LOC
14171	14178	e_t13_12_84	LOC
14180	14189	e_t13_12_85	LOC
14191	14198	e_t13_12_86	LOC
14200	14208	e_t13_12_87	LOC
14210	14218	e_t13_12_88	LOC
14222	14229	e_t13_12_89	LOC
14273	14283	e_t13_12_90	ORG
14366	14376	e_t13_12_91	ORG
14405	14412	e_t13_12_92	LOC
14455	14465	e_t13_12_93	LOCderiv
14469	14480	e_t13_12_94	LOCderiv
14491	14502	e_t13_12_95	LOCderiv
14695	14705	e_t13_12_96	ORG
14727	14737	e_t13_12_97	LOC
14741	14748	e_t13_12_98	LOC
14959	14965	e_t13_12_99	LOC
15245	15254	e_t13_12_100	ORG
15620	15629	e_t13_12_101	LOC
15635	15639	e_t13_12_102	GPE
15932	15937	e_t13_12_103	LOC
15941	15945	e_t13_12_104	LOC
16118	16122	e_t13_12_105	LOC
16165	16174	e_t13_12_106	LOC
16368	16377	e_t13_12_107	GPE
16527	16531	e_t13_12_108	LOC
16542	16550	e_t13_12_109	LOC
16628	16635	e_t13_12_110	LOCderiv
