begin	end	entityId	entityKind
4	24	e_t1_67_0	PER
26	39	e_t1_67_1	PER
45	57	e_t1_67_2	PER
61	79	e_t1_67_3	PER
81	88	e_t1_67_4	LOC
355	361	e_t1_67_5	LOC
367	374	e_t1_67_6	LOC
463	480	e_t1_67_7	PER
779	783	e_t1_67_8	LOC
866	876	e_t1_67_9	LOCderiv
897	904	e_t1_67_10	LOC
957	967	e_t1_67_11	LOC
983	995	e_t1_67_12	LOCderiv
1048	1053	e_t1_67_13	LOC
1547	1559	e_t1_67_14	LOCderiv
1563	1570	e_t1_67_15	LOC
1625	1633	e_t1_67_16	LOCderiv
1673	1684	e_t1_67_17	LOC
1987	1996	e_t1_67_18	LOCderiv
2073	2078	e_t1_67_19	LOC
2138	2145	e_t1_67_20	LOC
2361	2367	e_t1_67_21	ORG
2400	2406	e_t1_67_22	LOCderiv
2432	2443	e_t1_67_23	LOC
2698	2710	e_t1_67_24	LOC
3042	3054	e_t1_67_25	LOC
3104	3115	e_t1_67_26	PER
3146	3152	e_t1_67_27	ORG
3566	3572	e_t1_67_28	RELderiv
3577	3589	e_t1_67_29	LOC
3635	3640	e_t1_67_30	LOC
3643	3649	e_t1_67_31	LOC
3651	3661	e_t1_67_32	LOC
3663	3669	e_t1_67_33	LOC
4707	4713	e_t1_67_34	ORG
4776	4788	e_t1_67_35	LOC
4912	4917	e_t1_67_36	LOC
5076	5083	e_t1_67_37	LOC
5255	5259	e_t1_67_38	LOC
5318	5324	e_t1_67_39	LOCderiv
5340	5347	e_t1_67_40	LOC
5353	5362	e_t1_67_41	LOC
5507	5516	e_t1_67_42	PER
5916	5925	e_t1_67_43	LOC
6072	6080	e_t1_67_44	PER
6211	6217	e_t1_67_45	PER
6218	6225	e_t1_67_46	LOCderiv
6319	6327	e_t1_67_47	LOC
6389	6397	e_t1_67_48	LOC
6448	6455	e_t1_67_49	SHP
6461	6469	e_t1_67_50	SHP
6490	6498	e_t1_67_51	LOC
6599	6607	e_t1_67_52	LOC
6694	6702	e_t1_67_53	LOC
6753	6761	e_t1_67_54	LOC
6784	6790	e_t1_67_55	LOC
6971	6978	e_t1_67_56	PER
7069	7075	e_t1_67_57	PER
7437	7442	e_t1_67_58	LOC
7589	7594	e_t1_67_59	LOC
7647	7657	e_t1_67_60	LOCderiv
7833	7839	e_t1_67_61	LOC
7983	7989	e_t1_67_62	LOC
8049	8055	e_t1_67_63	LOC
8068	8081	e_t1_67_64	PER
8121	8129	e_t1_67_65	LOC
8274	8281	e_t1_67_66	LOC
8500	8508	e_t1_67_67	LOC
8607	8615	e_t1_67_68	LOC
8854	8862	e_t1_67_69	LOC
8979	8984	e_t1_67_70	LOC
9025	9033	e_t1_67_71	LOC
9259	9267	e_t1_67_72	LOC
9295	9305	e_t1_67_73	LOCderiv
9320	9328	e_t1_67_74	LOC
9592	9600	e_t1_67_75	LOC
