begin	end	entityId	entityKind
4	18	e_t9_9_0	PER
20	38	e_t9_9_1	PER
40	53	e_t9_9_2	PER
55	82	e_t9_9_3	PER
84	100	e_t9_9_4	PER
102	120	e_t9_9_5	PER
122	157	e_t9_9_6	PER
159	186	e_t9_9_7	PER
188	204	e_t9_9_8	PER
208	224	e_t9_9_9	PER
226	233	e_t9_9_10	LOC
250	262	e_t9_9_11	LOC
293	303	e_t9_9_12	LOCderiv
316	322	e_t9_9_13	LOC
387	400	e_t9_9_14	LOC
500	506	e_t9_9_15	LOC
582	593	e_t9_9_16	PER
747	754	e_t9_9_17	ORG
875	884	e_t9_9_18	LOC
1135	1144	e_t9_9_19	ORG
1195	1206	e_t9_9_20	LOCderiv
1750	1759	e_t9_9_21	ORG
2125	2134	e_t9_9_22	LOC
2225	2234	e_t9_9_23	LOC
2320	2326	e_t9_9_24	PER
2797	2806	e_t9_9_25	LOC
3189	3195	e_t9_9_26	PER
3199	3206	e_t9_9_27	PER
3299	3303	e_t9_9_28	LOC
3305	3312	e_t9_9_29	LOC
3314	3322	e_t9_9_30	LOC
3324	3334	e_t9_9_31	LOC
3340	3352	e_t9_9_32	LOC
3771	3783	e_t9_9_33	LOC
3885	3897	e_t9_9_34	LOC
3982	3992	e_t9_9_35	LOC
4001	4012	e_t9_9_36	LOC
4150	4160	e_t9_9_37	LOC
4312	4322	e_t9_9_38	LOC
4512	4526	e_t9_9_39	LOCderiv
4542	4554	e_t9_9_40	LOC
4763	4775	e_t9_9_41	LOC
4814	4824	e_t9_9_42	LOC
4906	4915	e_t9_9_43	ORG
4950	4967	e_t9_9_44	PER
5392	5397	e_t9_9_45	LOC
5803	5814	e_t9_9_46	LOCderiv
5902	5912	e_t9_9_47	LOC
6012	6024	e_t9_9_48	LOC
6052	6062	e_t9_9_49	LOC
6097	6109	e_t9_9_50	LOC
6165	6177	e_t9_9_51	LOC
6350	6360	e_t9_9_52	LOCderiv
6376	6383	e_t9_9_53	LOC
6388	6400	e_t9_9_54	LOC
6433	6443	e_t9_9_55	LOC
6474	6486	e_t9_9_56	LOC
6670	6680	e_t9_9_57	LOC
6971	6982	e_t9_9_58	LOC
7394	7403	e_t9_9_59	ORG
7508	7519	e_t9_9_60	PER
7572	7581	e_t9_9_61	LOC
7881	7888	e_t9_9_62	LOC
7892	7897	e_t9_9_63	LOC
7972	7981	e_t9_9_64	LOC
8410	8422	e_t9_9_65	LOC
8776	8782	e_t9_9_66	LOC
8797	8803	e_t9_9_67	LOC
8898	8903	e_t9_9_68	PER
8918	8933	e_t9_9_69	ORG
9102	9113	e_t9_9_70	SHP
9301	9311	e_t9_9_71	SHP
9327	9339	e_t9_9_72	LOCderiv
9366	9372	e_t9_9_73	LOCderiv
9741	9748	e_t9_9_74	ORG
10168	10174	e_t9_9_75	RELderiv
10217	10221	e_t9_9_76	LOC
10297	10303	e_t9_9_77	LOC
10372	10383	e_t9_9_78	LOCderiv
10495	10500	e_t9_9_79	PER
11245	11260	e_t9_9_80	PER
11590	11598	e_t9_9_81	LOCderiv
11724	11729	e_t9_9_82	PER
11984	11990	e_t9_9_83	LOC
12013	12022	e_t9_9_84	ORG
12153	12160	e_t9_9_85	LOC
12174	12182	e_t9_9_86	PER
12449	12454	e_t9_9_87	PER
13278	13284	e_t9_9_88	LOC
13712	13718	e_t9_9_89	LOC
13813	13821	e_t9_9_90	LOCderiv
13919	13929	e_t9_9_91	ORG
14205	14210	e_t9_9_92	LOC
14248	14254	e_t9_9_93	PER
14358	14363	e_t9_9_94	LOC
14624	14633	e_t9_9_95	LOCderiv
14638	14644	e_t9_9_96	RELderiv
14698	14703	e_t9_9_97	LOC
14718	14735	e_t9_9_98	PER
14847	14853	e_t9_9_99	PER
15109	15119	e_t9_9_100	ORG
15129	15138	e_t9_9_101	PER
15173	15180	e_t9_9_102	LOCderiv
15333	15340	e_t9_9_103	LOCderiv
15405	15414	e_t9_9_104	ORG
15422	15430	e_t9_9_105	LOCderiv
15521	15531	e_t9_9_106	ORG
15660	15669	e_t9_9_107	ORG
15947	15952	e_t9_9_108	LOC
16039	16044	e_t9_9_109	PER
16099	16105	e_t9_9_110	PER
16234	16241	e_t9_9_111	LOCderiv
16526	16535	e_t9_9_112	LOCderiv
16682	16691	e_t9_9_113	LOC
16695	16700	e_t9_9_114	LOC
16727	16736	e_t9_9_115	LOCderiv
16753	16759	e_t9_9_116	LOC
16938	16945	e_t9_9_117	LOCderiv
16962	16968	e_t9_9_118	LOC
16978	16986	e_t9_9_119	LOC
17053	17060	e_t9_9_120	LOCderiv
17061	17070	e_t9_9_121	ORG
17177	17182	e_t9_9_122	LOC
17453	17478	e_t9_9_123	PER
17600	17606	e_t9_9_124	LOCderiv
17616	17622	e_t9_9_125	RELderiv
