begin	end	entityId	entityKind
51	55	e_n11_9_0	SHP
62	70	e_n11_9_1	SHP
360	367	e_n11_9_2	GPE
493	497	e_n11_9_3	LOC
510	517	e_n11_9_4	LOC
529	535	e_n11_9_5	LOC
549	555	e_n11_9_6	LOC
931	938	e_n11_9_7	GPE
1136	1140	e_n11_9_8	LOC
1144	1148	e_n11_9_9	LOC
1253	1272	e_n11_9_10	PER
1315	1322	e_n11_9_11	GPE
1413	1417	e_n11_9_12	LOC
1431	1436	e_n11_9_13	LOC
1440	1447	e_n11_9_14	LOC
1564	1568	e_n11_9_15	PER
1584	1591	e_n11_9_16	LOC
1641	1650	e_n11_9_17	ORG
1695	1702	e_n11_9_18	LOC
1791	1798	e_n11_9_19	LOC
1884	1893	e_n11_9_20	ORG
1903	1910	e_n11_9_21	GPE
1991	1998	e_n11_9_22	GPE
2227	2234	e_n11_9_23	GPE
2309	2316	e_n11_9_24	LOC
2345	2351	e_n11_9_25	LOC
2575	2582	e_n11_9_26	LOC
2674	2681	e_n11_9_27	LOC
2689	2696	e_n11_9_28	GPE
2872	2879	e_n11_9_29	GPE
2988	2993	e_n11_9_30	SHP
3106	3111	e_n11_9_31	SHP
3161	3169	e_n11_9_32	SHP
3179	3187	e_n11_9_33	SHP
3214	3221	e_n11_9_34	SHP
3224	3236	e_n11_9_35	PER
3274	3281	e_n11_9_36	LOC
3300	3305	e_n11_9_37	LOC
3340	3347	e_n11_9_38	GPE
3367	3377	e_n11_9_39	SHP
3445	3452	e_n11_9_40	LOC
3514	3519	e_n11_9_41	GPE
3523	3535	e_n11_9_42	PER
3600	3608	e_n11_9_43	SHP
3612	3619	e_n11_9_44	LOC
3646	3651	e_n11_9_45	LOC
3746	3753	e_n11_9_46	LOC
3879	3886	e_n11_9_47	LOC
4048	4055	e_n11_9_48	GPE
4227	4234	e_n11_9_49	GPE
4429	4438	e_n11_9_50	PER
4460	4467	e_n11_9_51	LOC
4475	4482	e_n11_9_52	GPE
4521	4528	e_n11_9_53	GPE
4556	4563	e_n11_9_54	GPE
4737	4744	e_n11_9_55	LOC
4869	4876	e_n11_9_56	GPE
4944	4951	e_n11_9_57	LOC
5105	5112	e_n11_9_58	LOC
5160	5167	e_n11_9_59	GPE
5321	5328	e_n11_9_60	GPE
5391	5398	e_n11_9_61	GPE
5504	5517	e_n11_9_62	PER
5583	5591	e_n11_9_63	LOC
5597	5604	e_n11_9_64	LOC
5787	5796	e_n11_9_65	ORG
5800	5804	e_n11_9_66	LOC
5806	5810	e_n11_9_67	LOC
5814	5820	e_n11_9_68	LOC
5948	5957	e_n11_9_69	SHP
5961	5967	e_n11_9_70	LOC
5969	5976	e_n11_9_71	GPE
6020	6024	e_n11_9_72	LOC
6305	6323	e_n11_9_73	PER
6424	6431	e_n11_9_74	LOC
6433	6448	e_n11_9_75	PER
6610	6617	e_n11_9_76	LOC
6681	6688	e_n11_9_77	LOCderiv
6705	6712	e_n11_9_78	GPE
6755	6761	e_n11_9_79	PER
6769	6786	e_n11_9_80	ORG
6830	6837	e_n11_9_81	LOC
6844	6851	e_n11_9_82	LOC
6871	6878	e_n11_9_83	GPE
6985	6992	e_n11_9_84	LOC
7093	7100	e_n11_9_85	GPE
7120	7137	e_n11_9_86	ORG
7214	7230	e_n11_9_87	ORG
7325	7332	e_n11_9_88	LOCderiv
7333	7341	e_n11_9_89	PER
7351	7359	e_n11_9_90	LOCderiv
7360	7371	e_n11_9_91	PER
7375	7385	e_n11_9_92	PER
7408	7416	e_n11_9_93	PER
7422	7429	e_n11_9_94	LOC
