begin	end	entityId	entityKind
19	32	e_n10_11_0	LOC
48	53	e_n10_11_1	LOC
65	78	e_n10_11_2	SHP
126	137	e_n10_11_3	SHP
139	145	e_n10_11_4	SHP
147	166	e_n10_11_5	SHP
168	172	e_n10_11_6	SHP
176	184	e_n10_11_7	SHP
315	324	e_n10_11_8	SHP
326	345	e_n10_11_9	SHP
347	355	e_n10_11_10	SHP
357	369	e_n10_11_11	SHP
373	384	e_n10_11_12	SHP
420	429	e_n10_11_13	SHP
441	445	e_n10_11_14	LOC
504	514	e_n10_11_15	SHP
555	559	e_n10_11_16	LOC
617	626	e_n10_11_17	SHP
633	643	e_n10_11_18	SHP
659	668	e_n10_11_19	SHP
675	690	e_n10_11_20	SHP
717	722	e_n10_11_21	LOC
732	742	e_n10_11_22	SHP
779	786	e_n10_11_23	LOC
820	829	e_n10_11_24	SHP
836	845	e_n10_11_25	SHP
924	928	e_n10_11_26	LOC
932	942	e_n10_11_27	LOC
987	998	e_n10_11_28	LOC
1010	1016	e_n10_11_29	LOC
1047	1053	e_n10_11_30	LOC
1073	1079	e_n10_11_31	LOCderiv
1225	1231	e_n10_11_32	LOC
1291	1297	e_n10_11_33	LOCderiv
1314	1322	e_n10_11_34	LOCderiv
1400	1407	e_n10_11_35	LOC
1482	1492	e_n10_11_36	LOC
1503	1512	e_n10_11_37	LOCderiv
1523	1530	e_n10_11_38	LOC
1546	1556	e_n10_11_39	LOCderiv
1605	1610	e_n10_11_40	LOC
1642	1652	e_n10_11_41	LOCderiv
1708	1718	e_n10_11_42	LOCderiv
1724	1730	e_n10_11_43	LOC
1818	1826	e_n10_11_44	LOC
1835	1844	e_n10_11_45	LOCderiv
1881	1889	e_n10_11_46	LOC
1891	1895	e_n10_11_47	PER
1991	2000	e_n10_11_48	LOC
2141	2147	e_n10_11_49	LOC
2559	2567	e_n10_11_50	LOCderiv
2671	2675	e_n10_11_51	LOC
2679	2683	e_n10_11_52	LOC
2835	2845	e_n10_11_53	SHP
2847	2856	e_n10_11_54	SHP
2869	2877	e_n10_11_55	SHP
2903	2909	e_n10_11_56	LOCderiv
2929	2936	e_n10_11_57	LOCderiv
3405	3413	e_n10_11_58	LOCderiv
3444	3452	e_n10_11_59	LOC
3454	3459	e_n10_11_60	LOC
3461	3465	e_n10_11_61	LOC
3467	3472	e_n10_11_62	LOC
3476	3479	e_n10_11_63	LOC
3485	3501	e_n10_11_64	PER
3503	3510	e_n10_11_65	PER
3512	3517	e_n10_11_66	PER
3521	3524	e_n10_11_67	PER
3554	3557	e_n10_11_68	LOC
3563	3577	e_n10_11_69	PER
3645	3661	e_n10_11_70	PER
3701	3716	e_n10_11_71	PER
3760	3772	e_n10_11_72	LOCderiv
3870	3881	e_n10_11_73	REL
3886	3890	e_n10_11_74	LOC
4017	4023	e_n10_11_75	LOC
4097	4116	e_n10_11_76	ORGpart
4139	4143	e_n10_11_77	SHP
4162	4171	e_n10_11_78	SHP
4175	4182	e_n10_11_79	SHP
4269	4277	e_n10_11_80	SHP
4279	4288	e_n10_11_81	SHP
4292	4302	e_n10_11_82	SHP
4321	4329	e_n10_11_83	SHP
4385	4392	e_n10_11_84	LOC
4494	4502	e_n10_11_85	LOC
4737	4744	e_n10_11_86	GPE
4810	4834	e_n10_11_87	PER
4879	4896	e_n10_11_88	PER
4901	4907	e_n10_11_89	LOC
4926	4943	e_n10_11_90	PER
4948	4954	e_n10_11_91	LOC
4994	5003	e_n10_11_92	LOC
5007	5011	e_n10_11_93	LOC
5156	5173	e_n10_11_94	ORG
5221	5229	e_n10_11_95	PER
5234	5241	e_n10_11_96	LOC
5284	5301	e_n10_11_97	ORG
5320	5337	e_n10_11_98	ORG
5341	5348	e_n10_11_99	LOC
5407	5421	e_n10_11_100	ORG
5438	5460	e_n10_11_101	PER
