begin	end	entityId	entityKind
30	39	e_n2_31_0	SHP
57	64	e_n2_31_1	LOC
121	127	e_n2_31_2	LOCderiv
150	155	e_n2_31_3	LOC
226	234	e_n2_31_4	PER
243	255	e_n2_31_5	LOC
518	531	e_n2_31_6	SHP
539	543	e_n2_31_7	LOC
550	558	e_n2_31_8	PER
635	643	e_n2_31_9	LOC
728	734	e_n2_31_10	LOC
786	795	e_n2_31_11	LOC
849	859	e_n2_31_12	PER
872	877	e_n2_31_13	LOC
917	925	e_n2_31_14	GPE
965	975	e_n2_31_15	PER
1015	1021	e_n2_31_16	ORG
1064	1072	e_n2_31_17	LOC
1197	1204	e_n2_31_18	GPE
1247	1254	e_n2_31_19	LOC
1256	1263	e_n2_31_20	LOC
1282	1289	e_n2_31_21	LOC
1306	1315	e_n2_31_22	LOC
1360	1367	e_n2_31_23	LOC
1481	1488	e_n2_31_24	LOC
1624	1630	e_n2_31_25	PER
1651	1656	e_n2_31_26	LOC
1674	1681	e_n2_31_27	LOC
1687	1692	e_n2_31_28	LOC
1740	1745	e_n2_31_29	LOC
1855	1860	e_n2_31_30	LOC
1876	1881	e_n2_31_31	LOC
1958	1964	e_n2_31_32	PER
1967	1986	e_n2_31_33	PER
2064	2071	e_n2_31_34	LOC
2081	2087	e_n2_31_35	LOC
2141	2146	e_n2_31_36	LOC
2184	2190	e_n2_31_37	PER
2192	2200	e_n2_31_38	PER
2280	2284	e_n2_31_39	LOC
2334	2351	e_n2_31_40	PER
2359	2369	e_n2_31_41	SHP
2374	2382	e_n2_31_42	LOC
2450	2458	e_n2_31_43	LOC
2556	2564	e_n2_31_44	LOC
2628	2636	e_n2_31_45	PER
2650	2655	e_n2_31_46	LOC
2681	2689	e_n2_31_47	LOCderiv
2716	2724	e_n2_31_48	LOC
2819	2824	e_n2_31_49	LOC
2943	2951	e_n2_31_50	LOCderiv
2996	3003	e_n2_31_51	LOC
3114	3121	e_n2_31_52	LOC
3174	3179	e_n2_31_53	LOC
3183	3187	e_n2_31_54	LOC
3191	3198	e_n2_31_55	LOC
3208	3218	e_n2_31_56	ORG
3230	3235	e_n2_31_57	LOC
3294	3301	e_n2_31_58	PER
3324	3329	e_n2_31_59	LOC
3333	3339	e_n2_31_60	LOC
3370	3377	e_n2_31_61	LOCderiv
3429	3436	e_n2_31_62	LOC
3548	3555	e_n2_31_63	LOC
3559	3568	e_n2_31_64	LOC
3629	3637	e_n2_31_65	LOC
3662	3668	e_n2_31_66	LOC
3757	3766	e_n2_31_67	PER
3788	3796	e_n2_31_68	LOC
3803	3809	e_n2_31_69	LOC
3861	3867	e_n2_31_70	LOC
3916	3925	e_n2_31_71	ORG
4030	4039	e_n2_31_72	LOC
4047	4056	e_n2_31_73	LOC
4075	4082	e_n2_31_74	LOC
4090	4097	e_n2_31_75	LOC
4114	4121	e_n2_31_76	LOC
4141	4148	e_n2_31_77	LOC
4245	4252	e_n2_31_78	LOC
4273	4280	e_n2_31_79	LOC
4315	4323	e_n2_31_80	LOCderiv
4342	4349	e_n2_31_81	LOC
4357	4362	e_n2_31_82	LOC
4416	4418	e_n2_31_83	LOC
4544	4549	e_n2_31_84	LOC
4551	4566	e_n2_31_85	PER
4606	4620	e_n2_31_86	PER
4624	4631	e_n2_31_87	LOC
4671	4676	e_n2_31_88	LOC
4680	4687	e_n2_31_89	LOC
4742	4749	e_n2_31_90	LOC
4782	4788	e_n2_31_91	LOCderiv
4862	4870	e_n2_31_92	LOC
4928	4936	e_n2_31_93	LOC
4959	4966	e_n2_31_94	LOC
4985	4992	e_n2_31_95	LOC
4996	5003	e_n2_31_96	LOC
5070	5076	e_n2_31_97	LOC
5080	5085	e_n2_31_98	LOC
5133	5138	e_n2_31_99	LOC
5157	5164	e_n2_31_100	LOC
5341	5346	e_n2_31_101	RELderiv
5393	5400	e_n2_31_102	LOC
5404	5409	e_n2_31_103	LOC
5451	5457	e_n2_31_104	LOC
5476	5483	e_n2_31_105	LOC
5487	5494	e_n2_31_106	LOC
5517	5522	e_n2_31_107	LOC
5531	5537	e_n2_31_108	LOCderiv
5597	5607	e_n2_31_109	LOCderiv
5623	5629	e_n2_31_110	LOCderiv
5664	5670	e_n2_31_111	LOC
5804	5811	e_n2_31_112	LOC
5813	5823	e_n2_31_113	LOC
5825	5832	e_n2_31_114	LOC
5836	5843	e_n2_31_115	LOC
5903	5913	e_n2_31_116	LOC
5915	5922	e_n2_31_117	PER
5926	5933	e_n2_31_118	PER
5996	6002	e_n2_31_119	LOC
6014	6026	e_n2_31_120	LOC
6042	6047	e_n2_31_121	LOC
6201	6210	e_n2_31_122	LOCderiv
6296	6304	e_n2_31_123	LOC
6413	6420	e_n2_31_124	LOC
6426	6431	e_n2_31_125	LOC
6572	6594	e_n2_31_126	PER
6622	6629	e_n2_31_127	LOC
6750	6756	e_n2_31_128	LOC
6837	6842	e_n2_31_129	LOC
6907	6915	e_n2_31_130	LOCderiv
7015	7026	e_n2_31_131	PER
7059	7064	e_n2_31_132	PER
7078	7084	e_n2_31_133	LOC
7160	7165	e_n2_31_134	LOC
7236	7246	e_n2_31_135	LOCderiv
7274	7277	e_n2_31_136	LOC
7322	7329	e_n2_31_137	LOC
7340	7350	e_n2_31_138	LOCderiv
7387	7390	e_n2_31_139	LOC
7404	7410	e_n2_31_140	LOC
7561	7565	e_n2_31_141	LOC
7646	7653	e_n2_31_142	LOC
7748	7753	e_n2_31_143	LOC
7757	7764	e_n2_31_144	LOC
7790	7794	e_n2_31_145	LOC
7856	7863	e_n2_31_146	LOC
7912	7918	e_n2_31_147	SHP
7924	7929	e_n2_31_148	LOC
7951	7958	e_n2_31_149	LOC
8060	8067	e_n2_31_150	LOC
8079	8090	e_n2_31_151	SHP
8125	8136	e_n2_31_152	SHP
8214	8221	e_n2_31_153	LOC
8227	8232	e_n2_31_154	LOC
8282	8289	e_n2_31_155	LOC
8494	8501	e_n2_31_156	LOC
8520	8530	e_n2_31_157	LOC
8563	8570	e_n2_31_158	LOCderiv
8623	8630	e_n2_31_159	LOC
8677	8681	e_n2_31_160	LOC
8804	8810	e_n2_31_161	LOC
8894	8900	e_n2_31_162	SHP
8944	8949	e_n2_31_163	LOC
9003	9009	e_n2_31_164	PER
9044	9049	e_n2_31_165	LOC
9078	9083	e_n2_31_166	LOC
9167	9176	e_n2_31_167	LOCderiv
9192	9197	e_n2_31_168	LOC
9236	9245	e_n2_31_169	PER
9294	9300	e_n2_31_170	LOC
9324	9332	e_n2_31_171	LOC
9338	9347	e_n2_31_172	LOC
9419	9426	e_n2_31_173	LOC
9447	9454	e_n2_31_174	LOC
9475	9481	e_n2_31_175	LOC
9578	9586	e_n2_31_176	LOC
9590	9594	e_n2_31_177	LOC
9836	9842	e_n2_31_178	PER
9929	9937	e_n2_31_179	LOC
9962	9968	e_n2_31_180	LOC
9992	10005	e_n2_31_181	PER
10207	10216	e_n2_31_182	LOC
10437	10450	e_n2_31_183	PER
10509	10516	e_n2_31_184	LOC
10566	10575	e_n2_31_185	PER
