begin	end	entityId	entityKind
6	26	e_t1_49_0	PER
28	39	e_t1_49_1	PER
41	58	e_t1_49_2	PER
62	81	e_t1_49_3	PER
91	98	e_t1_49_4	LOC
131	152	e_t1_49_5	LOC
446	455	e_t1_49_6	LOCderiv
906	912	e_t1_49_7	LOC
1155	1165	e_t1_49_8	PER
1209	1215	e_t1_49_9	LOCderiv
1224	1229	e_t1_49_10	SHP
1360	1366	e_t1_49_11	LOCderiv
1373	1384	e_t1_49_12	SHP
1425	1430	e_t1_49_13	SHP
1440	1446	e_t1_49_14	LOC
1536	1546	e_t1_49_15	PER
1754	1772	e_t1_49_16	ORG
2110	2116	e_t1_49_17	LOC
2118	2123	e_t1_49_18	LOC
2129	2136	e_t1_49_19	LOC
2259	2268	e_t1_49_20	LOCderiv
2403	2410	e_t1_49_21	LOC
2453	2460	e_t1_49_22	LOC
2493	2502	e_t1_49_23	LOC
2508	2514	e_t1_49_24	LOC
2688	2694	e_t1_49_25	LOC
2903	2910	e_t1_49_26	LOC
3087	3096	e_t1_49_27	LOCderiv
3123	3129	e_t1_49_28	PER
3138	3142	e_t1_49_29	LOC
3183	3189	e_t1_49_30	LOC
3219	3226	e_t1_49_31	LOC
3302	3309	e_t1_49_32	LOCderiv
3382	3388	e_t1_49_33	LOC
3471	3481	e_t1_49_34	LOCderiv
3523	3530	e_t1_49_35	PER
3606	3615	e_t1_49_36	LOCderiv
3687	3691	e_t1_49_37	LOC
3737	3744	e_t1_49_38	PER
3797	3810	e_t1_49_39	PER
4071	4079	e_t1_49_40	LOCderiv
4229	4236	e_t1_49_41	LOC
4316	4323	e_t1_49_42	LOC
4325	4340	e_t1_49_43	PER
4383	4390	e_t1_49_44	LOC
4448	4457	e_t1_49_45	LOCderiv
4560	4567	e_t1_49_46	LOC
4644	4651	e_t1_49_47	LOCderiv
4718	4725	e_t1_49_48	LOC
4727	4734	e_t1_49_49	LOC
4736	4743	e_t1_49_50	LOC
4875	4881	e_t1_49_51	LOC
5092	5097	e_t1_49_52	LOC
5134	5140	e_t1_49_53	LOCderiv
5146	5161	e_t1_49_54	LOCderiv
5241	5248	e_t1_49_55	LOC
5456	5461	e_t1_49_56	LOC
5616	5623	e_t1_49_57	LOC
5773	5779	e_t1_49_58	RELderiv
6129	6134	e_t1_49_59	PER
6139	6155	e_t1_49_60	PER
6387	6394	e_t1_49_61	LOCderiv
6402	6407	e_t1_49_62	LOC
6597	6603	e_t1_49_63	LOC
6847	6855	e_t1_49_64	LOCderiv
6990	6997	e_t1_49_65	ORG
7552	7561	e_t1_49_66	LOC
7673	7679	e_t1_49_67	LOC
7726	7736	e_t1_49_68	LOC
8004	8018	e_t1_49_69	PER
8438	8443	e_t1_49_70	LOC
8488	8496	e_t1_49_71	PER
8708	8717	e_t1_49_72	PER
8913	8921	e_t1_49_73	SHP
9003	9011	e_t1_49_74	LOC
9455	9462	e_t1_49_75	LOC
9468	9471	e_t1_49_76	LOC
9508	9516	e_t1_49_77	LOCderiv
9991	9998	e_t1_49_78	PER
10004	10014	e_t1_49_79	PER
10060	10067	e_t1_49_80	LOC
10117	10122	e_t1_49_81	LOC
10394	10402	e_t1_49_82	LOC
10416	10422	e_t1_49_83	LOC
10699	10705	e_t1_49_84	LOC
11047	11053	e_t1_49_85	LOC
11094	11102	e_t1_49_86	LOC
11256	11262	e_t1_49_87	LOC
11375	11383	e_t1_49_88	LOCderiv
11564	11571	e_t1_49_89	LOC
11600	11608	e_t1_49_90	LOCderiv
11612	11616	e_t1_49_91	LOC
11864	11870	e_t1_49_92	LOC
11905	11913	e_t1_49_93	LOC
11957	11963	e_t1_49_94	LOC
12005	12013	e_t1_49_95	LOC
12221	12228	e_t1_49_96	LOCderiv
12359	12365	e_t1_49_97	LOC
12435	12443	e_t1_49_98	LOC
12578	12583	e_t1_49_99	LOC
12593	12601	e_t1_49_100	LOCderiv
12707	12720	e_t1_49_101	LOCderiv
12992	13000	e_t1_49_102	LOCderiv
13326	13335	e_t1_49_103	LOCderiv
15770	15778	e_t1_49_104	LOCderiv
15907	15920	e_t1_49_105	LOCderiv
15921	15928	e_t1_49_106	ORG
15979	15985	e_t1_49_107	SHP
15991	15998	e_t1_49_108	LOC
16267	16275	e_t1_49_109	LOCderiv
