begin	end	entityId	entityKind
32	42	e_n5_7_0	SHP
66	82	e_n5_7_1	SHP
98	103	e_n5_7_2	ORG
104	113	e_n5_7_3	LOC
179	191	e_n5_7_4	LOC
197	213	e_n5_7_5	SHP
230	237	e_n5_7_6	LOC
278	285	e_n5_7_7	SHP
287	292	e_n5_7_8	ORG
293	303	e_n5_7_9	LOC
351	357	e_n5_7_10	SHP
360	369	e_n5_7_11	LOC
375	385	e_n5_7_12	LOC
392	400	e_n5_7_13	LOC
421	431	e_n5_7_14	ORG
540	545	e_n5_7_15	LOC
549	556	e_n5_7_16	LOC
616	621	e_n5_7_17	LOC
656	663	e_n5_7_18	LOC
667	674	e_n5_7_19	LOC
727	734	e_n5_7_20	LOC
740	747	e_n5_7_21	LOC
865	873	e_n5_7_22	LOC
877	884	e_n5_7_23	LOC
938	948	e_n5_7_24	LOCderiv
1252	1262	e_n5_7_25	LOCderiv
1709	1719	e_n5_7_26	ORG
1862	1869	e_n5_7_27	PER
1904	1911	e_n5_7_28	LOC
1997	2004	e_n5_7_29	LOC
2037	2043	e_n5_7_30	LOC
2120	2128	e_n5_7_31	LOC
2179	2186	e_n5_7_32	LOC
2209	2214	e_n5_7_33	LOC
2309	2317	e_n5_7_34	RELderiv
2319	2328	e_n5_7_35	LOCderiv
2350	2367	e_n5_7_36	PER
2371	2381	e_n5_7_37	PER
2421	2431	e_n5_7_38	LOCderiv
2448	2464	e_n5_7_39	LOC
2497	2504	e_n5_7_40	LOC
2519	2525	e_n5_7_41	LOCderiv
2529	2536	e_n5_7_42	LOCderiv
2552	2565	e_n5_7_43	SHP
2572	2577	e_n5_7_44	SHP
2607	2614	e_n5_7_45	LOC
2647	2652	e_n5_7_46	LOC
2742	2749	e_n5_7_47	LOC
2917	2933	e_n5_7_48	LOC
2937	2939	e_n5_7_49	LOC
3000	3015	e_n5_7_50	PER
3080	3085	e_n5_7_51	LOC
3336	3343	e_n5_7_52	LOCderiv
3372	3379	e_n5_7_53	LOC
3470	3474	e_n5_7_54	ORG
3632	3638	e_n5_7_55	ORG
3800	3805	e_n5_7_56	LOC
3867	3877	e_n5_7_57	LOC
3881	3886	e_n5_7_58	LOC
3955	3960	e_n5_7_59	LOC
4052	4058	e_n5_7_60	LOC
4079	4083	e_n5_7_61	PER
4104	4109	e_n5_7_62	PER
4164	4171	e_n5_7_63	LOC
4279	4289	e_n5_7_64	ORG
4388	4399	e_n5_7_65	SHP
4403	4411	e_n5_7_66	SHP
4436	4443	e_n5_7_67	LOC
4534	4543	e_n5_7_68	PER
4568	4577	e_n5_7_69	PER
4633	4637	e_n5_7_70	LOC
4729	4738	e_n5_7_71	LOCderiv
4742	4750	e_n5_7_72	LOC
4769	4775	e_n5_7_73	SHP
4783	4793	e_n5_7_74	SHP
4807	4812	e_n5_7_75	SHP
4826	4834	e_n5_7_76	LOC
4907	4914	e_n5_7_77	PER
4931	4938	e_n5_7_78	PER
4964	4972	e_n5_7_79	LOCderiv
5199	5206	e_n5_7_80	LOC
5236	5246	e_n5_7_81	LOCderiv
5262	5269	e_n5_7_82	LOC
5280	5287	e_n5_7_83	LOC
5336	5347	e_n5_7_84	SHP
5410	5418	e_n5_7_85	LOC
5466	5493	e_n5_7_86	PER
5504	5518	e_n5_7_87	PER
5593	5600	e_n5_7_88	LOC
5602	5607	e_n5_7_89	LOC
5611	5619	e_n5_7_90	LOC
5626	5633	e_n5_7_91	LOC
5656	5661	e_n5_7_92	PER
5687	5697	e_n5_7_93	PER
5699	5706	e_n5_7_94	LOC
5785	5796	e_n5_7_95	LOCderiv
5810	5820	e_n5_7_96	LOCderiv
5827	5834	e_n5_7_97	LOCderiv
5869	5878	e_n5_7_98	SHP
5895	5900	e_n5_7_99	LOC
5952	5961	e_n5_7_100	LOC
6007	6012	e_n5_7_101	LOC
6051	6057	e_n5_7_102	ORG
6082	6090	e_n5_7_103	LOC
6127	6137	e_n5_7_104	LOCderiv
6238	6243	e_n5_7_105	SHP
6250	6259	e_n5_7_106	SHP
6289	6294	e_n5_7_107	LOC
6389	6398	e_n5_7_108	LOC
6470	6486	e_n5_7_109	LOC
6520	6530	e_n5_7_110	LOC
6582	6588	e_n5_7_111	LOC
6619	6628	e_n5_7_112	LOC
6786	6792	e_n5_7_113	LOC
6811	6821	e_n5_7_114	LOC
6828	6833	e_n5_7_115	LOC
6837	6843	e_n5_7_116	LOC
6880	6886	e_n5_7_117	LOC
6893	6903	e_n5_7_118	LOC
6927	6936	e_n5_7_119	LOC
7023	7029	e_n5_7_120	LOC
7055	7061	e_n5_7_121	LOC
7212	7220	e_n5_7_122	LOC
7247	7256	e_n5_7_123	LOC
7270	7278	e_n5_7_124	LOCderiv
7315	7328	e_n5_7_125	ORG
7346	7354	e_n5_7_126	LOC
7360	7368	e_n5_7_127	LOCderiv
7427	7433	e_n5_7_128	PER
7462	7472	e_n5_7_129	LOCderiv
7477	7484	e_n5_7_130	LOC
7538	7552	e_n5_7_131	PER
7564	7570	e_n5_7_132	LOC
7587	7597	e_n5_7_133	LOCderiv
7604	7611	e_n5_7_134	LOCderiv
7635	7645	e_n5_7_135	LOCderiv
7682	7689	e_n5_7_136	LOC
7853	7860	e_n5_7_137	SHP
7878	7882	e_n5_7_138	LOC
7952	7957	e_n5_7_139	PER
7983	8002	e_n5_7_140	PER
8029	8038	e_n5_7_141	LOC
8059	8063	e_n5_7_142	LOC
8066	8084	e_n5_7_143	PER
8135	8139	e_n5_7_144	LOC
8244	8256	e_n5_7_145	LOCderiv
8298	8306	e_n5_7_146	PER
8347	8353	e_n5_7_147	LOCderiv
8360	8369	e_n5_7_148	SHP
8373	8380	e_n5_7_149	LOC
8389	8394	e_n5_7_150	PER
8416	8428	e_n5_7_151	PER
8449	8458	e_n5_7_152	LOC
8462	8466	e_n5_7_153	LOC
8484	8491	e_n5_7_154	LOCderiv
8530	8543	e_n5_7_155	LOC
8573	8582	e_n5_7_156	LOC
8619	8628	e_n5_7_157	LOC
8643	8650	e_n5_7_158	LOC
8660	8667	e_n5_7_159	LOC
8694	8703	e_n5_7_160	PER
8738	8751	e_n5_7_161	PER
8757	8761	e_n5_7_162	LOC
8802	8809	e_n5_7_163	LOC
8878	8888	e_n5_7_164	LOC
8965	8973	e_n5_7_165	SHP
9066	9073	e_n5_7_166	LOC
9101	9111	e_n5_7_167	LOC
9139	9145	e_n5_7_168	LOC
9154	9161	e_n5_7_169	RELderiv
9162	9176	e_n5_7_170	PER
9181	9186	e_n5_7_171	LOC
9199	9208	e_n5_7_172	LOC
9313	9319	e_n5_7_173	LOC
9388	9392	e_n5_7_174	LOC
9470	9479	e_n5_7_175	ORG
9528	9543	e_n5_7_176	PER
9559	9574	e_n5_7_177	PER
9583	9591	e_n5_7_178	LOCderiv
9651	9669	e_n5_7_179	PER
9708	9712	e_n5_7_180	LOC
9915	9925	e_n5_7_181	LOC
9960	9966	e_n5_7_182	LOC
9978	9988	e_n5_7_183	LOC
10000	10004	e_n5_7_184	LOC
10014	10027	e_n5_7_185	PER
10059	10071	e_n5_7_186	ORG
10107	10111	e_n5_7_187	LOC
10265	10273	e_n5_7_188	SHP
10278	10282	e_n5_7_189	LOC
10392	10398	e_n5_7_190	LOCderiv
10447	10456	e_n5_7_191	PER
10467	10474	e_n5_7_192	PER
10557	10565	e_n5_7_193	PER
10673	10679	e_n5_7_194	LOCderiv
10693	10702	e_n5_7_195	PER
10730	10734	e_n5_7_196	LOC
10741	10748	e_n5_7_197	LOC
10753	10761	e_n5_7_198	LOCderiv
10792	10803	e_n5_7_199	LOCderiv
10821	10825	e_n5_7_200	LOC
10939	10948	e_n5_7_201	LOC
11068	11075	e_n5_7_202	LOCderiv
11103	11114	e_n5_7_203	LOCderiv
11144	11152	e_n5_7_204	PER
11170	11180	e_n5_7_205	SHP
11185	11191	e_n5_7_206	LOC
11312	11318	e_n5_7_207	ORG
11443	11451	e_n5_7_208	LOCderiv
11455	11460	e_n5_7_209	RELderiv
12043	12056	e_n5_7_210	PER
12081	12088	e_n5_7_211	LOC
12262	12271	e_n5_7_212	LOC
12339	12345	e_n5_7_213	LOC
12421	12429	e_n5_7_214	LOCderiv
12482	12489	e_n5_7_215	SHP
12614	12619	e_n5_7_216	LOC
12627	12631	e_n5_7_217	LOC
12639	12645	e_n5_7_218	LOC
12653	12660	e_n5_7_219	LOC
12673	12683	e_n5_7_220	SHP
12695	12699	e_n5_7_221	LOC
12713	12718	e_n5_7_222	LOC
12728	12735	e_n5_7_223	LOC
12746	12754	e_n5_7_224	LOCderiv
12800	12807	e_n5_7_225	LOC
12920	12935	e_n5_7_226	SHP
12965	12970	e_n5_7_227	LOC
12996	13000	e_n5_7_228	LOC
13109	13114	e_n5_7_229	PER
13118	13126	e_n5_7_230	LOC
13131	13141	e_n5_7_231	SHP
13145	13149	e_n5_7_232	LOC
13156	13171	e_n5_7_233	SHP
13179	13187	e_n5_7_234	LOCderiv
13319	13329	e_n5_7_235	LOCderiv
13544	13551	e_n5_7_236	LOC
13591	13600	e_n5_7_237	ORG
13843	13858	e_n5_7_238	ORG
13953	13957	e_n5_7_239	LOC
13967	13974	e_n5_7_240	LOCderiv
13998	14002	e_n5_7_241	ORG
14009	14021	e_n5_7_242	PER
14095	14101	e_n5_7_243	LOC
14213	14222	e_n5_7_244	LOCderiv
14230	14242	e_n5_7_245	LOCderiv
14269	14277	e_n5_7_246	LOCderiv
14318	14324	e_n5_7_247	ORG
14530	14538	e_n5_7_248	LOCderiv
14594	14600	e_n5_7_249	ORG
14644	14650	e_n5_7_250	LOC
14651	14662	e_n5_7_251	PER
14690	14700	e_n5_7_252	SHP
14708	14715	e_n5_7_253	LOC
14767	14780	e_n5_7_254	ORG
14808	14818	e_n5_7_255	SHP
14874	14879	e_n5_7_256	LOC
14881	14888	e_n5_7_257	LOC
14892	14899	e_n5_7_258	LOC
14903	14912	e_n5_7_259	LOC
14931	14940	e_n5_7_260	LOCderiv
14949	14956	e_n5_7_261	LOC
15019	15025	e_n5_7_262	LOC
15146	15153	e_n5_7_263	LOC
15189	15194	e_n5_7_264	LOC
15381	15396	e_n5_7_265	SHP
15475	15481	e_n5_7_266	ORG
15630	15635	e_n5_7_267	PER
15639	15648	e_n5_7_268	PER
15686	15694	e_n5_7_269	LOCderiv
15743	15748	e_n5_7_270	LOC
15918	15923	e_n5_7_271	LOC
15930	15936	e_n5_7_272	LOC
16013	16020	e_n5_7_273	LOC
16081	16089	e_n5_7_274	LOCderiv
16093	16100	e_n5_7_275	LOC
16247	16252	e_n5_7_276	LOC
16282	16292	e_n5_7_277	ORG
16354	16359	e_n5_7_278	LOCderiv
16374	16379	e_n5_7_279	LOC
16422	16428	e_n5_7_280	LOC
16436	16440	e_n5_7_281	LOC
16448	16454	e_n5_7_282	LOC
16475	16482	e_n5_7_283	LOCderiv
16494	16499	e_n5_7_284	LOC
16504	16508	e_n5_7_285	LOC
16544	16550	e_n5_7_286	LOC
16585	16594	e_n5_7_287	LOCderiv
16632	16637	e_n5_7_288	LOC
16656	16662	e_n5_7_289	ORG
16798	16803	e_n5_7_290	LOC
16808	16818	e_n5_7_291	PER
16843	16852	e_n5_7_292	RELderiv
16864	16870	e_n5_7_293	ORG
16893	16902	e_n5_7_294	ORG
16934	16941	e_n5_7_295	LOCderiv
16957	16962	e_n5_7_296	LOC
17057	17062	e_n5_7_297	LOC
17086	17094	e_n5_7_298	LOCderiv
17110	17120	e_n5_7_299	LOCderiv
17193	17200	e_n5_7_300	LOC
17208	17216	e_n5_7_301	PER
17223	17229	e_n5_7_302	LOC
17311	17319	e_n5_7_303	PER
17320	17327	e_n5_7_304	LOC
17348	17358	e_n5_7_305	PER
17366	17374	e_n5_7_306	PER
17494	17500	e_n5_7_307	ORG
