begin	end	entityId	entityKind
40	46	e_n1_49_0	LOCderiv
111	116	e_n1_49_1	LOC
167	181	e_n1_49_2	PER
193	204	e_n1_49_3	PER
246	251	e_n1_49_4	LOC
321	328	e_n1_49_5	LOCderiv
417	422	e_n1_49_6	LOC
474	494	e_n1_49_7	LOC
500	504	e_n1_49_8	LOC
573	606	e_n1_49_9	ORG
699	703	e_n1_49_10	PER
730	736	e_n1_49_11	LOC
741	748	e_n1_49_12	LOCderiv
781	805	e_n1_49_13	PER
846	852	e_n1_49_14	LOC
888	899	e_n1_49_15	LOC
929	934	e_n1_49_16	LOC
952	959	e_n1_49_17	LOC
989	993	e_n1_49_18	LOC
1012	1031	e_n1_49_19	LOC
1034	1045	e_n1_49_20	LOC
1072	1080	e_n1_49_21	RELderiv
1087	1092	e_n1_49_22	LOC
1157	1171	e_n1_49_23	LOCderiv
1172	1176	e_n1_49_24	LOC
1193	1200	e_n1_49_25	LOC
1224	1232	e_n1_49_26	LOCderiv
1245	1258	e_n1_49_27	PER
1308	1314	e_n1_49_28	LOC
1403	1410	e_n1_49_29	LOC
1448	1452	e_n1_49_30	LOC
1597	1611	e_n1_49_31	PER
1616	1622	e_n1_49_32	LOC
1635	1641	e_n1_49_33	LOC
1793	1800	e_n1_49_34	LOC
1898	1903	e_n1_49_35	PER
1926	1936	e_n1_49_36	PER
1973	1980	e_n1_49_37	PER
2009	2026	e_n1_49_38	ORGpart
2101	2110	e_n1_49_39	LOC
2128	2135	e_n1_49_40	LOC
2215	2231	e_n1_49_41	LOC
2235	2239	e_n1_49_42	PER
2241	2272	e_n1_49_43	PER
2281	2290	e_n1_49_44	ORG
2393	2399	e_n1_49_45	LOC
2406	2413	e_n1_49_46	PER
2454	2471	e_n1_49_47	PER
2490	2504	e_n1_49_48	ORG
2526	2532	e_n1_49_49	LOC
2568	2577	e_n1_49_50	LOC
2716	2724	e_n1_49_51	SHP
2729	2737	e_n1_49_52	LOC
2754	2762	e_n1_49_53	LOCderiv
2773	2783	e_n1_49_54	LOC
2819	2823	e_n1_49_55	PER
2854	2858	e_n1_49_56	PER
2875	2879	e_n1_49_57	PER
2893	2901	e_n1_49_58	LOC
2924	2928	e_n1_49_59	PER
2970	2989	e_n1_49_60	PER
3035	3052	e_n1_49_61	LOC
3081	3086	e_n1_49_62	LOC
3128	3136	e_n1_49_63	LOC
3164	3182	e_n1_49_64	PER
3193	3198	e_n1_49_65	LOC
3248	3253	e_n1_49_66	LOC
3275	3279	e_n1_49_67	PER
3315	3319	e_n1_49_68	PER
3363	3367	e_n1_49_69	PER
3418	3426	e_n1_49_70	LOCderiv
3467	3476	e_n1_49_71	LOC
3508	3515	e_n1_49_72	LOC
3517	3522	e_n1_49_73	LOC
3526	3535	e_n1_49_74	LOC
3567	3574	e_n1_49_75	LOCderiv
3604	3610	e_n1_49_76	LOC
3626	3630	e_n1_49_77	LOC
3779	3786	e_n1_49_78	LOC
3806	3815	e_n1_49_79	LOCderiv
3868	3873	e_n1_49_80	LOC
3949	3956	e_n1_49_81	LOCderiv
3982	3986	e_n1_49_82	PER
4095	4099	e_n1_49_83	PER
4118	4128	e_n1_49_84	LOC
4166	4172	e_n1_49_85	LOC
4205	4211	e_n1_49_86	LOCderiv
4227	4236	e_n1_49_87	ORG
4292	4297	e_n1_49_88	LOC
4319	4338	e_n1_49_89	LOC
4344	4353	e_n1_49_90	LOC
4381	4388	e_n1_49_91	LOC
4424	4449	e_n1_49_92	PER
4489	4502	e_n1_49_93	LOC
4509	4514	e_n1_49_94	PER
4562	4567	e_n1_49_95	LOC
4579	4590	e_n1_49_96	PER
4703	4710	e_n1_49_97	LOC
4767	4772	e_n1_49_98	LOC
4795	4802	e_n1_49_99	LOC
4809	4817	e_n1_49_100	LOC
4866	4870	e_n1_49_101	PER
4878	4900	e_n1_49_102	PER
4915	4924	e_n1_49_103	ORG
4929	4937	e_n1_49_104	LOC
4941	4947	e_n1_49_105	LOC
4992	4998	e_n1_49_106	LOC
5032	5048	e_n1_49_107	PER
5098	5105	e_n1_49_108	LOCderiv
5106	5115	e_n1_49_109	ORG
5162	5167	e_n1_49_110	LOC
5205	5212	e_n1_49_111	LOC
5250	5266	e_n1_49_112	PER
5309	5316	e_n1_49_113	LOCderiv
5317	5326	e_n1_49_114	ORG
5426	5433	e_n1_49_115	LOC
5463	5468	e_n1_49_116	PER
5492	5497	e_n1_49_117	LOC
5509	5520	e_n1_49_118	PER
5541	5547	e_n1_49_119	LOCderiv
5575	5582	e_n1_49_120	LOC
5615	5625	e_n1_49_121	LOCderiv
